closure_time,censor,type,zone
13191,1,Retail,
14096,1,Service,
8438,1,Service,
5510,1,Service,
4305,1,Service,
2423,1,,
6107,1,Service,
10640,1,Rental,
5614,1,Rental,
15953,1,Rental,
12425,1,Rental,
8396,1,Service,
1463,1,Retail,
7709,1,Service,
6632,1,Service,
2089,1,Service,
3124,1,Service,
2766,1,Downtown Association,
8875,1,Service,
9170,1,Rental,
6712,1,Downtown Association,
8172,1,Other,
12407,1,Rental,
4670,1,Rental,
5650,1,Rental,
2442,1,Service,
6118,1,Service,
5656,1,Rental,
12393,1,Rental,
9110,1,Rental,
6072,1,Service,
9137,1,Rental,
9185,1,Rental,
15953,1,Retail,
5645,1,Rental,
7554,1,Service,
6595,1,Service,
9988,1,Downtown Association,
1281,1,Service,
6826,1,Service,
12803,1,Service,
8479,1,Service,
2576,1,Service,
7006,1,Retail,
5882,1,Retail,
2858,1,Service,
2410,1,Downtown Association,
7115,1,Service,
3661,1,Downtown Association,
3423,1,Rental,
5977,1,Retail,
1715,1,Service,
4251,1,Rental,
5567,1,Service,
3523,1,Service,
3333,1,Retail,
9198,1,Rental,
2011,1,Rental,
6328,1,Service,
5621,1,Rental,
9110,1,Rental,
6461,1,Other,
12410,1,Rental,
15953,1,Downtown Association,
4977,1,Service,
4187,1,Service,
2312,1,Service,
5953,1,Service,
11935,1,Rental,
14660,1,Service,
2311,1,Service,
5377,1,Other,
2654,1,Service,
5449,1,Retail,
5662,1,Rental,
2499,1,Service,
5805,1,Service,
8039,1,Other,
6933,1,Retail,
5663,1,Rental,
5656,1,Rental,
5621,1,Rental,
1448,1,Rental,
1799,1,Rental,
7147,1,Service,
5655,1,Rental,
8079,1,Rental,
9039,1,Rental,
16318,1,Service,
2856,1,Retail,
14583,1,Service,
9143,1,Rental,
5623,1,Rental,
429,1,Downtown Association,
11798,1,Service,
15588,1,Service,
4201,1,Service,
11027,1,Service,
2313,1,,
4642,1,Service,
8248,1,Service,
198,1,Service,
10803,1,Downtown Association,
2708,1,Retail,
185,1,Service,
5613,1,Rental,
5918,1,Rental,
5581,1,Service,
5589,1,Retail,
15953,1,Service,
12365,1,Rental,
2638,1,Rental,
7217,1,Retail,
8333,1,Retail,
4830,1,Service,
10475,1,Rental,
5707,1,Retail,
5617,1,Rental,
5617,1,Rental,
2327,1,Retail,
8430,1,Retail,
3935,1,Downtown Association,
15953,1,Retail,
393,1,Downtown Association,
15953,1,Service,
3377,1,Downtown Association,
10873,1,Service,
2442,1,Service,
15953,1,Rental,
6035,1,Downtown Association,
7273,1,Service,
6692,1,Retail,
8388,1,Service,
1907,1,Retail,
10808,1,Downtown Association,
8309,1,Service,
5000,1,Service,
8268,1,Service,
1256,1,Rental,
3346,1,Service,
4588,1,Service,
301,1,Retail,
15526,1,Retail,
5607,1,Rental,
5665,1,Rental,
7595,1,Other,
1659,1,Service,
4677,1,Service,
13061,1,Downtown Association,
5504,1,Service,
4381,1,,
4738,1,Downtown Association,
6091,1,Retail,
4305,1,Downtown Association,
5651,1,Rental,
1646,1,Service,
5680,1,Service,
7051,1,Service,
3038,1,Downtown Association,
4249,1,Service,
3493,1,Retail,
11355,1,Service,
5278,1,Downtown Association,
1709,1,Service,
5973,1,Service,
5600,1,Other,
2401,1,Other,
7381,1,Other,
7742,1,Service,
13117,1,Retail,
6034,1,Service,
3971,1,Service,
2103,1,Downtown Association,
10486,1,Downtown Association,
8267,1,Service,
5609,1,Service,
4607,1,Service,
2562,1,Downtown Association,
4952,1,Service,
6035,1,Other,
14827,1,Downtown Association,
6345,1,Retail,
1252,1,Downtown Association,
8051,1,Service,
15953,1,Service,
3452,1,Service,
9229,1,Service,
7171,1,Service,
3810,1,Service,
2576,1,Downtown Association,
8379,1,Service,
5840,1,Service,
15557,1,Service,
6504,1,Service,
6736,1,Service,
4595,1,Service,
3132,1,Retail,
1301,1,Service,
5686,1,Service,
9170,1,Service,
5629,1,Rental,
5256,1,Service,
3034,1,Service,
3772,1,Rental,
7170,1,Service,
12392,1,Rental,
3451,1,Rental,
3884,1,Service,
7030,1,Service,
6623,1,Service,
5006,1,Service,
5125,1,Service,
8773,1,Service,
5754,1,Downtown Association,
3718,1,Service,
7190,1,Service,
4636,1,Service,
14622,1,Service,
7727,1,Service,
9051,1,Downtown Association,
6478,1,Service,
6261,1,Retail,
4642,1,Service,
8862,1,Retail,
6344,1,Service,
6310,1,Service,
7517,1,Service,
12025,1,Other,
6828,1,Service,
5937,1,Service,
7008,1,Service,
5971,1,Service,
979,1,Retail,
4958,1,Service,
12266,1,Other,
4031,1,Downtown Association,
6021,1,Service,
3158,1,Service,
4312,1,Service,
7581,1,Downtown Association,
4552,1,Service,
15953,1,Other,
5656,1,Rental,
6051,1,Downtown Association,
6513,1,Service,
5650,1,Rental,
2906,1,Downtown Association,
5747,1,Service,
2011,1,Service,
4896,1,Service,
2305,1,Service,
1507,1,Downtown Association,
2054,1,Retail,
5054,1,Retail,
10335,1,Retail,
2101,1,Retail,
1887,1,Service,
7539,1,Retail,
3010,1,Retail,
3950,1,Retail,
4201,1,,
1486,1,,
10723,1,Service,
6953,1,Other,
4825,1,Other,
6126,1,Service,
2211,1,Retail,
5071,1,Other,
8024,1,Retail,
4634,1,Downtown Association,
4109,1,Service,
6104,1,Service,
5678,1,Retail,
9871,1,Service,
6126,1,Service,
3381,1,Service,
9141,1,Service,
8010,1,Service,
12376,1,Rental,
6616,1,Service,
5644,1,Rental,
15953,1,Service,
3335,1,Service,
7604,1,Service,
5644,1,Rental,
2702,1,Retail,
12398,1,Rental,
3803,1,Service,
12847,1,Service,
12393,1,Rental,
5662,1,Rental,
6926,1,Retail,
5631,1,Rental,
3692,1,Service,
15953,1,Service,
18875,1,Service,
3669,1,Service,
5665,1,Rental,
2912,1,Service,
12391,1,Service,
6566,1,Service,
5663,1,Rental,
13577,1,Service,
6499,1,Service,
7652,1,Service,
3370,1,Rental,
6027,1,Service,
6608,1,Service,
3837,1,Rental,
4138,1,,
3941,1,,
1500,1,Service,
5379,1,Downtown Association,
7994,1,Other,
16318,1,Service,
5665,1,Rental,
6820,1,Service,
2817,1,Retail,
1039,1,Retail,
12412,1,Rental,
8058,1,Service,
5210,1,Service,
2981,1,Service,
5655,1,Rental,
2078,1,Downtown Association,
5652,1,Rental,
13940,1,Service,
5357,1,Service,
6408,1,Service,
8275,1,Service,
5302,1,Downtown Association,
5666,1,Rental,
12407,1,Rental,
12379,1,Rental,
13296,1,Rental,
5648,1,Rental,
3760,1,Service,
5285,1,Service,
5623,1,Rental,
5595,1,Rental,
5917,1,Rental,
5705,1,Rental,
9198,1,Rental,
3373,1,,
11935,1,Service,
8207,1,Rental,
3061,1,Rental,
8207,1,Service,
7925,1,Other,
7570,1,Service,
6107,1,Retail,
11209,1,Other,
15953,1,Service,
7064,1,Service,
5656,1,Rental,
9178,1,Service,
14426,1,Service,
5665,1,Rental,
5637,1,Rental,
5683,1,Rental,
12411,1,Rental,
13730,1,Downtown Association,
5502,1,Rental,
2617,1,Downtown Association,
892,1,Service,
7478,1,Service,
8799,1,Retail,
5607,1,Rental,
8430,1,Service,
5161,1,Service,
5957,1,Retail,
11327,1,Service,
4452,1,Other,
15953,1,Downtown Association,
8163,1,Service,
14887,1,Service,
2411,1,Rental,
7031,1,Service,
1632,1,Service,
6141,1,Retail,
5980,1,Service,
5658,1,Rental,
5649,1,Service,
4938,1,Service,
5645,1,Rental,
8525,1,Retail,
1889,1,Service,
6191,1,Service,
5574,1,Service,
3920,1,Other,
7143,1,Service,
21797,1,Service,
7938,1,Service,
4917,1,Service,
5125,1,Other,
3788,1,Service,
6247,1,Other,
2655,1,Service,
8779,1,Downtown Association,
3571,1,Service,
6734,1,Other,
6516,1,Retail,
5781,1,Retail,
5805,1,Retail,
5749,1,Downtown Association,
4406,1,Retail,
5831,1,Retail,
5650,1,Retail,
4969,1,Retail,
6373,1,Rental,
5662,1,Rental,
5656,1,Rental,
3692,1,Service,
10135,1,Service,
3537,1,Service,
4959,1,Other,
6428,1,Service,
3368,1,Service,
5623,1,Rental,
5662,1,Rental,
888,1,Rental,
4185,1,Service,
2214,1,Service,
3215,1,,
12168,1,Service,
1708,1,Rental,
5664,1,Rental,
7514,1,Service,
227,1,Retail,
3156,1,Service,
3293,1,Service,
2183,1,Rental,
1935,1,Service,
7822,1,Service,
5287,1,Retail,
1039,1,Service,
5440,1,Downtown Association,
10367,1,Downtown Association,
12412,1,Rental,
2708,1,Retail,
5651,1,Rental,
2589,1,Service,
5708,1,Downtown Association,
5397,1,Service,
3628,1,Rental,
5665,1,Rental,
2068,1,Rental,
5634,1,Rental,
4656,1,Rental,
4391,1,Downtown Association,
3704,1,Retail,
3793,1,Service,
5258,1,Retail,
7777,1,Service,
4041,1,Service,
4165,1,Service,
5326,1,Service,
4417,1,Downtown Association,
6425,1,Service,
2438,1,,
6996,1,Service,
9549,1,Other,
6674,1,Service,
4538,1,Service,
8077,1,Service,
1310,1,Service,
5994,1,Downtown Association,
6692,1,Downtown Association,
12356,1,Rental,
4468,1,Other,
7590,1,Downtown Association,
6460,1,Other,
3094,1,,
4766,1,Service,
7772,1,Other,
6533,1,Retail,
2865,1,Retail,
5445,1,Downtown Association,
2843,1,Retail,
5655,1,Rental,
5645,1,Service,
5620,1,Rental,
5684,1,Rental,
13843,1,Retail,
938,1,Retail,
6524,1,Service,
1799,1,Retail,
10233,1,Service,
5652,1,Rental,
5663,1,Rental,
9113,1,Rental,
5627,1,Rental,
5663,1,Rental,
9149,1,Rental,
11935,1,Rental,
5530,1,Rental,
19605,1,Service,
5613,1,Rental,
12412,1,Rental,
10153,1,Service,
12762,1,Downtown Association,
5764,1,Rental,
5608,1,Rental,
2477,1,Rental,
9206,1,Rental,
10417,1,Rental,
9086,1,Rental,
14492,1,Service,
8107,1,Rental,
9150,1,Rental,
12405,1,Rental,
6820,1,Service,
10416,1,Downtown Association,
16318,1,Downtown Association,
12363,1,Rental,
12412,1,Rental,
17595,1,Rental,
3587,1,Service,
15953,1,Service,
12398,1,Rental,
5026,1,Rental,
13761,1,Service,
1493,1,Rental,
8396,1,Rental,
2195,1,Rental,
6230,1,Downtown Association,
11108,1,Service,
978,1,Downtown Association,
5553,1,Rental,
11944,1,Service,
12110,1,Service,
8304,1,Service,
5655,1,Rental,
15953,1,Service,
6196,1,Service,
9226,1,Service,
13031,1,Service,
5190,1,Retail,
2017,1,Service,
5652,1,Rental,
7462,1,Service,
5762,1,Downtown Association,
9613,1,Other,
3573,1,Service,
6952,1,Downtown Association,
15953,1,Rental,
13666,1,Service,
7765,1,Rental,
4320,1,Service,
12078,1,Retail,
15953,1,Retail,
9289,1,Downtown Association,
1333,1,Service,
5071,1,Other,
12414,1,Rental,
1343,1,Service,
10263,1,Other,
6665,1,Service,
4557,1,Retail,
14679,1,Service,
2410,1,Service,
12391,1,Rental,
2578,1,Service,
3843,1,Other,
612,1,Service,
5986,1,Rental,
12354,1,Rental,
5635,1,Rental,
12393,1,Rental,
5665,1,Rental,
9205,1,Rental,
5645,1,Rental,
2051,1,Rental,
5641,1,Rental,
8200,1,Rental,
7303,1,Rental,
7778,1,Rental,
5462,1,Rental,
5655,1,Rental,
5663,1,Rental,
5634,1,Rental,
17779,1,Service,
12320,1,Rental,
5656,1,Rental,
5631,1,Rental,
9170,1,Rental,
9086,1,Rental,
10535,1,Rental,
2068,1,Rental,
10808,1,Service,
9635,1,Service,
9198,1,Rental,
5686,1,Rental,
2806,1,Service,
5666,1,Rental,
5531,1,Rental,
15953,1,Service,
5662,1,Rental,
9199,1,Rental,
8658,1,Rental,
5663,1,Rental,
7287,1,Service,
5519,1,Service,
10229,1,Service,
5644,1,Rental,
11181,1,Service,
3003,1,Retail,
2379,1,Service,
7268,1,Service,
12410,1,Rental,
5651,1,Rental,
5651,1,Rental,
5662,1,Rental,
16683,1,Downtown Association,
5656,1,Rental,
7268,1,Rental,
5663,1,Rental,
5326,1,Service,
7363,1,Rental,
12482,1,Service,
9620,1,Downtown Association,
5603,1,Rental,
3762,1,Service,
2852,1,Service,
6933,1,Service,
10394,1,Other,
13334,1,Service,
8678,1,Rental,
5649,1,Rental,
15588,1,Service,
3618,1,Other,
6926,1,Downtown Association,
7153,1,Service,
15588,1,Downtown Association,
581,1,Service,
11935,1,Rental,
9207,1,Rental,
12391,1,Rental,
1465,1,Rental,
11523,1,Service,
5608,1,Rental,
12410,1,Rental,
9143,1,Rental,
5665,1,Rental,
8004,1,Rental,
5665,1,Rental,
5931,1,Rental,
9205,1,Rental,
9913,1,Service,
8931,1,Service,
15018,1,Service,
7868,1,Service,
15116,1,Service,
247,1,Service,
2941,1,Downtown Association,
7307,1,Downtown Association,
12347,1,Rental,
10468,1,Downtown Association,
5628,1,Rental,
7835,1,Rental,
9198,1,Rental,
12398,1,Rental,
9087,1,Rental,
9199,1,Rental,
10408,1,Rental,
5623,1,Rental,
5425,1,Rental,
3746,1,Rental,
9115,1,Rental,
2807,1,Rental,
9185,1,Rental,
5656,1,Rental,
5655,1,Rental,
5636,1,Rental,
17779,1,Service,
5610,1,Rental,
9038,1,Rental,
5028,1,Rental,
4935,1,Retail,
9185,1,Rental,
5124,1,Service,
2415,1,Downtown Association,
2432,1,Retail,
15953,1,Service,
5645,1,Rental,
5686,1,Service,
5610,1,Rental,
12414,1,Rental,
1100,1,Retail,
2358,1,Downtown Association,
3362,1,Service,
6840,1,,
15588,1,Service,
5650,1,Rental,
10249,1,Service,
14668,1,Service,
12639,1,Downtown Association,
3936,1,,
7785,1,Rental,
5608,1,Rental,
9019,1,Other,
15953,1,Service,
7882,1,Downtown Association,
7882,1,Service,
6855,1,Service,
5650,1,Rental,
2858,1,Service,
5652,1,Rental,
8353,1,Downtown Association,
6524,1,,
6715,1,Retail,
5490,1,Retail,
6597,1,Downtown Association,
13129,1,Downtown Association,
5477,1,Rental,
5638,1,Rental,
12697,1,Rental,
6321,1,Service,
5656,1,Rental,
10137,1,Retail,
12460,1,Service,
5643,1,Rental,
4411,1,Service,
5980,1,Rental,
3396,1,Service,
612,1,Retail,
9347,1,Service,
8396,1,Retail,
5845,1,Retail,
12368,1,Downtown Association,
6672,1,Service,
6231,1,Other,
4517,1,Service,
4846,1,Downtown Association,
4798,1,Retail,
5662,1,Rental,
7086,1,Service,
6380,1,Retail,
5054,1,Service,
6204,1,Service,
3184,1,Downtown Association,
3565,1,Service,
15953,1,Service,
7666,1,Rental,
5650,1,Rental,
7575,1,Downtown Association,
12410,1,Rental,
7193,1,Service,
7924,1,Retail,
1424,1,Retail,
12397,1,Rental,
5685,1,Rental,
9149,1,Rental,
12397,1,Rental,
5994,1,Service,
6526,1,Service,
2526,1,Service,
6177,1,Downtown Association,
5656,1,Rental,
3048,1,Service,
5477,1,Downtown Association,
3362,1,Service,
1234,1,Downtown Association,
7518,1,Retail,
2883,1,Retail,
6898,1,Service,
7057,1,Service,
5629,1,Rental,
7560,1,Retail,
4844,1,Service,
5663,1,Rental,
3214,1,Service,
3678,1,Service,
2919,1,Retail,
2943,1,Retail,
2337,1,Service,
3159,1,Service,
3661,1,Service,
5608,1,Downtown Association,
2914,1,Service,
5684,1,Service,
5595,1,Rental,
3522,1,Service,
2775,1,Retail,
5832,1,Other,
3495,1,Service,
4353,1,Retail,
6016,1,Service,
6884,1,Service,
6715,1,Service,
7273,1,Service,
3794,1,Service,
3922,1,Service,
3299,1,Service,
5713,1,Service,
1452,1,Rental,
3590,1,Rental,
10215,1,Service,
5825,1,Service,
626,1,Downtown Association,
5987,1,Service,
2579,1,Service,
5230,1,Downtown Association,
1555,1,Downtown Association,
14563,1,Retail,
5258,1,Service,
15953,1,Other,
8077,1,Service,
4831,1,Retail,
15953,1,Other,
6338,1,Service,
7300,1,Service,
720,1,Service,
5652,1,Rental,
6799,1,Rental,
5638,1,Retail,
5656,1,Retail,
6118,1,Downtown Association,
5651,1,Rental,
2709,1,Downtown Association,
5645,1,Service,
9355,1,Service,
6994,1,Downtown Association,
4433,1,Service,
5923,1,Downtown Association,
11266,1,Service,
2040,1,Service,
1616,1,Retail,
2837,1,Other,
7386,1,Service,
9115,1,Rental,
459,1,Service,
2485,1,Service,
4185,1,Service,
12406,1,Rental,
6362,1,Service,
5650,1,Rental,
5631,1,Retail,
6127,1,Downtown Association,
9243,1,Service,
12406,1,Rental,
10223,1,Service,
15953,1,Service,
8702,1,Service,
6243,1,Service,
6509,1,Service,
9261,1,Service,
2806,1,Service,
7632,1,Retail,
11599,1,Downtown Association,
10185,1,Downtown Association,
15953,1,Downtown Association,
4343,1,Hotel,
5131,1,Service,
14428,1,Retail,
6310,1,Downtown Association,
5573,1,Service,
9747,1,Downtown Association,
6209,1,Downtown Association,
15953,1,Service,
12329,1,Rental,
6847,1,Service,
7302,1,Service,
2201,1,,
5753,1,Other,
10467,1,Service,
15953,1,Retail,
5503,1,Service,
13371,1,Retail,
1121,1,Retail,
5553,1,Retail,
5365,1,Service,
15953,1,Service,
4091,1,Downtown Association,
22162,1,Service,
5446,1,Service,
5827,1,Service,
8324,1,Retail,
1571,1,Service,
8620,1,Service,
3321,1,Service,
4542,1,Service,
5144,1,Retail,
6460,1,Service,
6923,1,Service,
6217,1,Retail,
4929,1,Service,
13505,1,Service,
6118,1,Service,
4172,1,Service,
5663,1,Rental,
6793,1,Retail,
15953,1,Other,
1865,1,Retail,
15953,1,Service,
15953,1,Service,
9163,1,Service,
11041,1,Service,
18875,1,Service,
5929,1,Service,
6183,1,Downtown Association,
7759,1,Service,
6392,1,Downtown Association,
5924,1,Service,
4490,1,Service,
6692,1,Service,
3996,1,Service,
14277,1,Service,
6849,1,Downtown Association,
6261,1,Service,
6499,1,Downtown Association,
14857,1,Downtown Association,
15953,1,Service,
3382,1,Retail,
6740,1,Service,
5649,1,Rental,
6511,1,Service,
1290,1,Rental,
7365,1,Downtown Association,
5652,1,Rental,
9208,1,Rental,
12299,1,Rental,
6625,1,Service,
5655,1,Rental,
2619,1,Service,
12405,1,Rental,
4474,1,Service,
1368,1,Rental,
11096,1,Retail,
3459,1,Service,
12390,1,Rental,
10531,1,Service,
6090,1,Rental,
7499,1,Retail,
5028,1,Service,
8051,1,Service,
12691,1,Service,
9649,1,Retail,
12404,1,Rental,
10444,1,Downtown Association,
7588,1,Service,
1974,1,Service,
1297,1,Rental,
6762,1,Other,
1524,1,Service,
3150,1,Rental,
5614,1,Rental,
5728,1,Service,
3627,1,Service,
2898,1,Retail,
4222,1,Hotel,
489,1,Service,
9207,1,Rental,
6979,1,Service,
6854,1,Downtown Association,
3781,1,Downtown Association,
2449,1,,
7443,1,Service,
5483,1,Service,
4682,1,Service,
3831,1,Service,
12392,1,Rental,
11097,1,Rental,
3555,1,Service,
4060,1,Service,
12391,1,Service,
8935,1,,
5000,1,Service,
11915,1,Service,
8756,1,Service,
7471,1,Service,
5606,1,Rental,
15953,1,Service,
3039,1,Service,
8806,1,Service,
5841,1,Service,
1178,1,Service,
6456,1,Service,
5662,1,Rental,
3541,1,Service,
11733,1,Retail,
8816,1,Service,
9089,1,Rental,
5637,1,Rental,
5663,1,Rental,
5662,1,Rental,
7533,1,Rental,
8612,1,Service,
5651,1,Rental,
9169,1,Rental,
5656,1,Rental,
12696,1,Service,
7875,1,Retail,
7356,1,Retail,
3485,1,Retail,
2761,1,Other,
8269,1,Service,
6385,1,Rental,
1724,1,Rental,
4595,1,Service,
1708,1,Retail,
2592,1,Service,
11266,1,Downtown Association,
15953,1,Retail,
15953,1,Service,
20517,1,Retail,
15953,1,Retail,
7388,1,Downtown Association,
4291,1,Hotel,
9142,1,Rental,
7617,1,Service,
4853,1,Downtown Association,
10479,1,Downtown Association,
5932,1,Service,
11133,1,Downtown Association,
11791,1,Retail,
15222,1,Service,
5763,1,Retail,
3345,1,Other,
7485,1,Rental,
6917,1,Other,
8666,1,Retail,
15953,1,Rental,
3328,1,Service,
4832,1,Other,
10073,1,Service,
8269,1,Service,
1906,1,Other,
6016,1,Retail,
747,1,Retail,
916,1,Retail,
8847,1,Retail,
7814,1,Service,
6188,1,Retail,
14673,1,Downtown Association,
10599,1,Service,
7129,1,Service,
612,1,Service,
7413,1,Service,
5330,1,Retail,
3055,1,Other,
6104,1,Service,
6496,1,Service,
7132,1,Service,
8318,1,Retail,
7248,1,Service,
8581,1,Service,
7514,1,Downtown Association,
7435,1,Service,
11525,1,Other,
9142,1,Rental,
4882,1,Retail,
2164,1,Service,
6546,1,Downtown Association,
7695,1,Other,
3877,1,Other,
2851,1,Downtown Association,
10166,1,Retail,
5616,1,Rental,
13089,1,Service,
9984,1,Service,
8277,1,Service,
5658,1,Service,
1550,1,Downtown Association,
8982,1,Downtown Association,
4530,1,Service,
5652,1,Rental,
8017,1,Other,
5665,1,Rental,
9110,1,Rental,
11508,1,Service,
5630,1,Rental,
10130,1,Service,
12398,1,Rental,
10975,1,Downtown Association,
4697,1,Rental,
3163,1,Service,
1646,1,Service,
4768,1,Downtown Association,
5651,1,Rental,
7433,1,,
5650,1,Rental,
8528,1,Other,
11742,1,Service,
5649,1,Rental,
2544,1,Downtown Association,
6364,1,Service,
5152,1,,
2292,1,Service,
489,1,Downtown Association,
12400,1,Rental,
15588,1,Retail,
7518,1,Retail,
7891,1,Downtown Association,
8969,1,Retail,
7812,1,Service,
5554,1,Service,
8109,1,Rental,
4831,1,Service,
7091,1,Service,
6135,1,Service,
1462,1,Service,
3878,1,Service,
5566,1,Rental,
6203,1,Service,
3930,1,Rental,
5652,1,Rental,
7573,1,Service,
14355,1,Service,
7611,1,Downtown Association,
2676,1,Service,
6391,1,Service,
6937,1,Service,
15953,1,Service,
3172,1,Retail,
10416,1,Rental,
10128,1,Service,
1220,1,Rental,
5627,1,Rental,
6253,1,Service,
5210,1,Service,
1039,1,Service,
10052,1,Downtown Association,
9137,1,Retail,
5071,1,Service,
4095,1,Service,
2782,1,Service,
9149,1,Rental,
8064,1,Rental,
12513,1,Rental,
15953,1,Rental,
5855,1,Service,
5663,1,Rental,
8549,1,Other,
10233,1,Service,
7870,1,Service,
5652,1,Rental,
6223,1,Retail,
15953,1,Rental,
1004,1,Downtown Association,
6448,1,Service,
15953,1,Service,
4866,1,Service,
6021,1,Service,
6231,1,Service,
12370,1,Rental,
7575,1,Retail,
1477,1,Service,
5642,1,Rental,
6565,1,Service,
11852,1,Service,
5623,1,Rental,
6488,1,Downtown Association,
3940,1,Retail,
2429,1,Other,
2074,1,Service,
7469,1,Service,
4874,1,,
7527,1,Service,
1343,1,Service,
4901,1,Downtown Association,
8638,1,Retail,
2012,1,Service,
11535,1,Service,
8170,1,Service,
6842,1,Other,
6027,1,Service,
12368,1,Downtown Association,
15953,1,Service,
4032,1,Downtown Association,
13209,1,Service,
7906,1,Service,
7079,1,Retail,
7506,1,Retail,
3440,1,Rental,
3706,1,Service,
5147,1,Downtown Association,
7280,1,Other,
7538,1,Other,
4768,1,Service,
7765,1,Downtown Association,
3829,1,Service,
10426,1,Service,
5825,1,Service,
7401,1,Service,
5655,1,Rental,
6729,1,Service,
5343,1,Retail,
4375,1,Hotel,
6107,1,Retail,
10454,1,Rental,
5649,1,Rental,
6875,1,Service,
4727,1,Retail,
5749,1,Service,
5803,1,Service,
6230,1,Service,
4531,1,Service,
5516,1,Service,
8284,1,Service,
7427,1,Retail,
4656,1,Retail,
15953,1,Retail,
3874,1,Other,
2401,1,Service,
4935,1,Service,
4535,1,Downtown Association,
13031,1,Service,
5237,1,Retail,
3585,1,Downtown Association,
10115,1,Retail,
1751,1,Retail,
4964,1,Retail,
5349,1,Downtown Association,
1326,1,Retail,
2815,1,Retail,
11991,1,Downtown Association,
12568,1,Service,
5825,1,Retail,
3088,1,Service,
4774,1,Service,
6604,1,Retail,
6442,1,Service,
1312,1,Service,
4452,1,Service,
5348,1,Retail,
5344,1,Downtown Association,
6415,1,Downtown Association,
428,1,Rental,
4577,1,Retail,
2290,1,Service,
8577,1,Service,
1100,1,Retail,
4412,1,Service,
2011,1,Downtown Association,
8018,1,Service,
978,1,Other,
7679,1,,
3117,1,Service,
6330,1,Service,
627,1,Service,
10345,1,Service,
4993,1,Service,
5071,1,Service,
1457,1,Rental,
9939,1,Retail,
905,1,Service,
6946,1,Retail,
4523,1,Downtown Association,
15953,1,Service,
8112,1,Service,
6889,1,Service,
6107,1,Retail,
13441,1,Service,
8130,1,Service,
4767,1,Service,
4181,1,Downtown Association,
7057,1,Service,
5445,1,Service,
4181,1,Retail,
4773,1,Retail,
1414,1,Rental,
10243,1,Other,
7444,1,Other,
3879,1,Service,
6134,1,Service,
8175,1,Downtown Association,
7048,1,Service,
6842,1,Service,
5131,1,Service,
8151,1,Retail,
5231,1,Downtown Association,
6314,1,Retail,
13534,1,Service,
4579,1,Retail,
4682,1,Retail,
1329,1,Downtown Association,
1865,1,Retail,
12132,1,Downtown Association,
8955,1,Service,
4840,1,Downtown Association,
5651,1,Rental,
8155,1,Retail,
15953,1,Rental,
9381,1,Service,
6390,1,Service,
8458,1,Downtown Association,
2222,1,Service,
7029,1,Retail,
7407,1,Retail,
6345,1,Retail,
4017,1,Service,
7611,1,Retail,
2404,1,Service,
4102,1,Hotel,
8574,1,Service,
14793,1,Retail,
5385,1,Other,
6153,1,Retail,
5397,1,Retail,
7680,1,Service,
4033,1,Retail,
10926,1,Service,
12534,1,Retail,
5335,1,Retail,
13153,1,Retail,
5652,1,Rental,
7847,1,Retail,
3989,1,Service,
2073,1,Retail,
15953,1,Downtown Association,
2297,1,Service,
6378,1,Service,
4133,1,Retail,
4465,1,Downtown Association,
4787,1,Downtown Association,
3139,1,Service,
3475,1,Service,
5776,1,Service,
3564,1,Downtown Association,
2521,1,Service,
8562,1,,
10278,1,Service,
5124,1,Retail,
7308,1,Other,
7783,1,Service,
4739,1,Service,
4886,1,Service,
7057,1,Service,
11251,1,Other,
15953,1,Other,
14672,1,Service,
6595,1,Retail,
6120,1,Retail,
10348,1,Service,
21066,1,Downtown Association,
10037,1,Downtown Association,
3993,1,Rental,
5652,1,Rental,
3838,1,Retail,
2255,1,Retail,
6118,1,Service,
5231,1,Service,
5651,1,Rental,
7692,1,Downtown Association,
7555,1,Downtown Association,
7409,1,Service,
7590,1,Retail,
3313,1,Service,
10017,1,Service,
10417,1,Rental,
3779,1,Retail,
1708,1,Service,
2029,1,Retail,
14666,1,Service,
4859,1,Service,
6736,1,Other,
9267,1,Service,
6842,1,Retail,
4249,1,Service,
6345,1,Downtown Association,
269,1,Service,
1541,1,Service,
2495,1,Service,
2676,1,Service,
3804,1,Retail,
4644,1,Service,
8555,1,Retail,
6380,1,Retail,
2011,1,Rental,
2933,1,Retail,
5638,1,Rental,
8058,1,Service,
2089,1,Downtown Association,
5645,1,Service,
11789,1,Service,
5389,1,Service,
2996,1,Service,
4140,1,Service,
5992,1,Service,
4111,1,Service,
9243,1,Service,
7626,1,Service,
6161,1,Service,
14339,1,Rental,
7930,1,Service,
13838,1,Service,
6896,1,Downtown Association,
9765,1,Service,
2919,1,Service,
2318,1,Service,
1793,1,Downtown Association,
4825,1,Other,
4551,1,Service,
11728,1,,
6345,1,Retail,
4104,1,Service,
5652,1,Rental,
9113,1,Rental,
6562,1,Retail,
6757,1,Retail,
4921,1,Rental,
15953,1,Downtown Association,
5218,1,Service,
7765,1,Downtown Association,
7855,1,Retail,
4661,1,Downtown Association,
4165,1,Retail,
5623,1,Rental,
14339,1,Service,
6923,1,Retail,
11451,1,Other,
5379,1,Service,
5650,1,Rental,
7759,1,Retail,
1900,1,Retail,
1900,1,Downtown Association,
5271,1,Service,
1997,1,Service,
4969,1,Service,
5622,1,Service,
5813,1,Service,
9494,1,Service,
7363,1,Service,
1032,1,Retail,
5643,1,Rental,
5606,1,Rental,
5110,1,Service,
3990,1,Service,
