closure_time,censor,500m_5yr_churn,Business type,Rate type (STD),cluster,ft to downtown,is_downtown_association,is_home_occ,sq(ft),start_year,type,zone,zone_type
1942.0,1,0.0,Rental- Residential,Residential Rental,3,2268.198310810943,0,0,35382.061639388914,2001,Rental,O,Office
7095.0,0,0.0,Home Occupation,Professional Service,1,5367.448683125049,0,1,6730.467562282353,2006,Service,R-1,Residential
1776.0,1,0.2644628099173554,Rental- Residential,Residential Rental,0,1789.29111623986,0,0,10101.89084434102,2010,Rental,R-2,Residential
153.0,1,0.2255489021956087,Counseling,Professional Service,0,281.266941802687,0,0,5877.3467955015285,2009,Service,O,Office
2541.0,1,0.1568627450980392,Home Occupation,General Service,4,11311.687903931255,0,1,1554636.181930998,2007,Service,R-2,Residential
929.0,1,0.0333333333333333,Home Occupation,General Service,0,1290.3732348057786,0,1,6693.457712265562,2006,Service,R-2,Residential
1620.0,0,0.3048780487804878,Home Occupation,General Retailer,1,8960.909187160283,0,1,15104.639724734598,2021,Retail,M,Manufacturing
2059.0,1,0.0,Maintenance,General Service,0,1107.8701347385722,0,0,4807.9871251189015,2001,Service,C,Commercial
2860.0,1,0.1504629629629629,Retail,Downtown Association,0,0.0,1,0,37187.77312983599,2007,Downtown Association,C,Commercial
7079.0,1,0.0,Home Occupation,General Service,0,4093.194545956858,0,1,5264.5468030063175,1995,Service,R-1,Residential
122.0,1,0.3112582781456953,Restaurant,General Retailer,2,8757.835186938482,0,0,173168.46892170244,2022,Retail,C,Commercial
2035.0,0,0.3319587628865979,Beauty Salon,Downtown Association,0,0.0,1,0,37187.77312983599,2020,Downtown Association,C,Commercial
1191.0,1,0.0,Retail,General Retailer,0,474.7872579128374,0,0,7803.032943503951,2003,Retail,C,Commercial
2012.0,1,0.3354037267080745,Home Occupation,Professional Service,1,6880.707081988277,0,1,8680.374097983851,2019,Service,R-2,Residential
1820.0,0,0.2314814814814814,Home Occupation,General Service,3,2006.899823706092,0,1,13280.099294867348,2021,Service,C,Commercial
264.0,1,0.2692307692307692,Rental- Residential,Residential Rental,0,2925.053692008529,0,0,3322.669217378233,2010,Rental,R-3,Residential
5666.0,0,0.2297297297297297,Rental- Residential,Residential Rental,1,5515.380998802956,0,0,4275.183140769215,2010,Rental,R-1,Residential
1502.0,0,0.1789473684210526,Rental- Residential,Residential Rental,3,3053.906527046304,0,0,5122.856460914359,2022,Rental,R-1,Residential
2418.0,0,0.3533333333333333,Home Occupation,General Service,2,10747.129610853885,0,1,1040694.0422821196,2019,Service,R-2,Residential
846.0,1,0.1,Maintenance,General Service,1,23980.640961149133,0,0,6031525.715962919,2006,Service,C,Commercial
5215.0,1,0.0,Home Occupation,General Service,4,11658.81847398748,0,1,7776.227962992166,1997,Service,R-1,Residential
9785.0,0,0.0,Restaurant,General Service,4,10123.994602523886,0,0,63666.9603757336,1999,Service,C,Commercial
3136.0,0,0.2907801418439716,Rental- Commercial,Commercial Rental Property,0,4884.561593293666,0,0,7190.355462233589,2017,Rental,R-1,Residential
1400.0,1,0.0,Contractor- Specialty,Contractor,2,11461.25377067653,0,0,106851.71203752069,2005,Service,C,Commercial
6118.0,1,0.0,Medical Services,Professional Service,2,7129.762396975487,0,0,52241.25186367986,1996,Service,O,Office
1045.0,1,0.3245614035087719,Home Occupation,General Service,3,6311.11192442291,0,1,10811.704651194816,2014,Service,R-1,Residential
11414.0,1,0.0,Rental- Residential,Residential Rental,3,4176.203138529093,0,0,6690.709030616074,1992,Rental,R-1,Residential
20712.0,0,0.0,Dental,Downtown Association,0,0.0,0,0,5106.552297055094,1969,Downtown Association,O,Office
3122.0,0,0.3082706766917293,Home Occupation,General Service,1,7898.810303304857,0,1,71045.08536595752,2017,Service,R-2,Residential
112.0,1,0.2324324324324324,Consultant,General Service,2,8423.197323946677,0,0,74678.75510437253,2016,Service,C,Commercial
2043.0,1,0.0,Rental- Residential,Residential Rental,0,912.7998166745822,0,0,7481.7778539232,2000,Rental,R-3,Residential
1835.0,1,0.2528089887640449,Business/ Services/ Professions,General Retailer,2,9082.765912569696,0,0,18179.64517119285,2018,Retail,C,Commercial
3344.0,0,0.2549019607843137,Pharmacy,General Retailer,4,10841.059222509242,0,0,20687.51355123864,2017,Retail,C,Commercial
4218.0,1,0.3118811881188119,Retail,General Retailer,2,11073.523295591744,0,0,27537.65434266489,2012,Retail,C,Commercial
422.0,1,0.2602739726027397,Professional,Professional Service,2,11657.300447163829,0,0,295212.93285833,2010,Service,C,Commercial
238.0,1,0.3103448275862069,Business Management,Professional Service,0,3225.197161267226,0,0,83837.45092914342,2018,Service,C,Commercial
740.0,1,0.3031609195402299,Restaurant,Downtown Association,0,0.0,1,0,3365.3477777003586,2017,Downtown Association,C,Commercial
924.0,0,0.3056768558951965,Recreation-Instruction/Training,General Service,2,8369.614507649405,0,0,45515.40066449669,2023,Service,C,Commercial
1435.0,0,0.3294117647058823,Rental- Residential,Residential Rental,3,4820.940396545431,0,0,7869.994619646694,2022,Rental,R-1,Residential
1315.0,1,0.0,Manufacturing,General Wholesaler,2,9063.868202526122,0,0,68701.43724255984,2006,Other,C,Commercial
12421.0,0,0.0,Rental- Residential,Residential Rental,0,375.30453494728215,0,0,7081.786699668013,1992,Rental,R-2,Residential
1579.0,0,0.3611111111111111,Home Occupation,General Retailer,4,11737.879478487252,0,1,8001.650075451663,2021,Retail,R-1,Residential
1621.0,0,0.3548387096774194,Restaurant,Downtown Association,0,0.0,1,0,15791.53670446506,2021,Downtown Association,C,Commercial
1372.0,0,0.256,Miscellaneous Business,General Service,1,13313.31843265292,0,0,98885.24109970692,2022,Service,BP,Commercial
158.0,1,0.3140161725067385,Restaurant,Downtown Association,0,0.0,1,0,29222.4929331776,2011,Downtown Association,C,Commercial
15964.0,0,0.0,Restaurant,General Retailer,0,1694.2963426682215,0,0,52865.36938039569,1982,Retail,C,Commercial
2567.0,1,0.0,Restaurant,General Retailer,0,1731.3235369271438,0,0,52865.36938039569,2002,Retail,C,Commercial
470.0,1,0.3202511773940345,Insurance Agent/Broker,Downtown Association,0,0.0,0,0,9851.591856002056,2019,Downtown Association,O,Office
188.0,1,0.1970443349753694,"Accounting,Auditing/CPA/Tax Service",General Service,0,648.7978431152176,0,0,5349.112617494581,2009,Service,O,Office
366.0,1,0.2583732057416268,Professional,Professional Service,0,2067.2941702336257,0,0,7396.043266987006,2013,Service,O,Office
5037.0,0,0.2376237623762376,Personal Services,General Service,0,1997.256814581833,0,0,29332.25537416601,2012,Service,C,Commercial
33.0,0,0.2185792349726776,Retail,General Retailer,2,9131.561243473308,0,0,18379.59696657868,2026,Retail,C,Commercial
6314.0,1,0.1619718309859155,Retail,General Retailer,2,9131.561243473308,0,0,18379.59696657868,2008,Retail,C,Commercial
1540.0,1,0.3656330749354005,Beauty Salon,Downtown Association,0,0.0,1,0,7256.060891362361,2013,Downtown Association,C,Commercial
399.0,1,0.2626728110599078,Miscellaneous Business,General Service,1,6522.177516616115,0,0,52276.015984575344,2015,Service,C,Commercial
528.0,0,0.2244897959183673,Real Estate Broker,Commercial Rental Property,4,7420.593749320662,0,0,5243.652449034968,2024,Rental,C,Commercial
15964.0,0,0.0,Food Store,General Wholesaler,0,4884.561593293666,0,0,7190.355462233589,1982,Other,R-1,Residential
507.0,1,0.1717171717171717,Retail,General Retailer,2,11805.03077486831,0,0,89873.10916943774,2008,Retail,M,Manufacturing
6714.0,1,0.0,Retail,General Retailer,0,4034.5428181042025,0,0,37936.22404987252,1989,Retail,C,Commercial
1559.0,1,0.0,Secondhand Stores,General Retailer,0,1738.1548287207952,0,0,6530.507658285356,2003,Retail,C,Commercial
3667.0,1,0.5263157894736842,Home Occupation,General Service,4,10096.38628937661,0,1,8133.397314650658,2015,Service,R-1,Residential
2279.0,0,0.3069767441860465,Homestay,General Service,1,5398.301885509784,0,0,6778.890350965339,2019,Service,R-2,Residential
1748.0,1,0.2464788732394366,Rental- Residential,Residential Rental,0,4431.835042743149,0,0,6779.354366915796,2010,Rental,R-1,Residential
1204.0,0,0.2479338842975206,Retail,General Retailer,1,14111.618043865868,0,0,117186.30163188312,2022,Retail,BP,Commercial
1189.0,0,0.2625,Home Occupation,General Retailer,4,10169.722902579952,0,1,5464.110821304993,2022,Retail,R-1,Residential
1672.0,0,0.2369942196531791,Child Care/Day Care,General Service,3,4801.155179397296,0,0,32231.75755084392,2021,Service,C,Commercial
1526.0,0,0.2289156626506024,Retail,General Retailer,3,4801.155179397296,0,0,32231.75755084392,2022,Retail,C,Commercial
802.0,0,0.3202247191011236,Home Occupation,General Retailer,4,10997.304188064629,0,1,305390.0674820892,2024,Retail,R-3,Residential
328.0,1,0.1969696969696969,"Accounting,Auditing/CPA/Tax Service",Professional Service,2,11102.87949133825,0,0,25690.89772428776,2008,Service,C,Commercial
2540.0,1,0.0535714285714285,"Accounting,Auditing/CPA/Tax Service",General Service,1,14423.91410514908,0,0,102640.5814312235,2008,Service,BP,Commercial
329.0,0,0.2264150943396226,Auto Mechanic/Detailer/Services,General Retailer,1,5021.591376763605,0,0,11224.225398648705,2025,Retail,C,Commercial
2976.0,1,0.2804878048780488,Financial Institution,Professional Service,0,4433.414253174887,0,0,7948.26259205174,2014,Service,C,Commercial
214.0,0,0.2337662337662337,Secondhand Stores,General Retailer,4,6426.973448585038,0,0,305465.4763845249,2025,Retail,C,Commercial
1688.0,0,0.3544973544973545,Secondhand Stores,Downtown Association,0,0.0,1,0,15145.303883037324,2021,Downtown Association,C,Commercial
714.0,1,0.3181818181818182,Retail,General Retailer,1,6768.375718617516,0,0,30263.700494627887,2019,Retail,C,Commercial
1424.0,0,0.2417582417582417,Rental- Residential,Residential Rental,1,13922.53018324206,0,0,6994.385589436819,2022,Rental,R-1,Residential
12365.0,0,0.0,Rental- Commercial,Commercial Rental Property,3,2435.166859275252,0,0,49556.202548519024,1992,Rental,C,Commercial
5058.0,1,0.0,Retail,Downtown Association,0,0.0,1,0,8746.463315411262,1999,Downtown Association,C,Commercial
2202.0,1,0.2358078602620087,Transportation/Vehicles,General Service,2,8014.739523438443,0,0,19202.208697140908,2013,Service,C,Commercial
2919.0,0,0.2907488986784141,Medical Services,Professional Service,3,3840.736834790248,0,0,59526.41170489322,2018,Service,O,Office
5358.0,1,0.0,Education/School,General Service,3,4187.734818888365,0,0,147183.89934493386,1995,Service,R-4,Residential
12393.0,0,0.0,Rental- Residential,Commercial Rental Property,0,952.9622184630952,0,0,8028.073567610066,1992,Rental,C,Commercial
1497.0,0,0.3043478260869565,Rental- Residential,Residential Rental,0,1261.684852181583,0,0,4334.331061723722,2022,Rental,R-3,Residential
1069.0,0,0.2372881355932203,Professional,Professional Service,0,2747.722157002453,0,0,5271.361789801912,2023,Service,O,Office
7200.0,0,0.0,Real Estate Agent,Professional Service,2,7080.311324189817,0,0,52241.25186367986,2006,Service,O,Office
504.0,1,0.2982456140350877,Rental- Residential,Residential Rental,1,6279.450759003829,0,0,94299.7336206988,2022,Rental,R-2,Residential
869.0,1,0.1627906976744186,Misc Business Services,General Service,2,12873.812385833986,0,0,97915.6927441578,2008,Service,C,Commercial
364.0,0,0.1945701357466063,Medical Services,General Service,3,3783.1140190951296,0,0,13491.36559640221,2025,Service,O,Office
9275.0,0,0.0,Medical Services,Professional Service,0,2478.66957441293,0,0,66144.1351272841,2000,Service,O,Office
195.0,1,0.1578947368421052,Home Occupation,General Service,1,15429.26005826609,0,1,6823.119084827878,2010,Service,R-1,Residential
4864.0,0,0.288265306122449,"Wholesale, Distributors",General Wholesaler,0,555.3972450773404,0,0,22304.892402935893,2012,Other,O,Office
2856.0,1,0.1239669421487603,Medical Services,Professional Service,4,10182.892120260978,0,0,25614.63317779357,2007,Service,O,Office
3464.0,0,0.3125,Retail,General Retailer,3,4918.117432691088,0,0,216202.21346765,2016,Retail,C,Commercial
840.0,1,0.2265625,Restaurant,General Retailer,2,11200.481124098516,0,0,101525.51823980744,2008,Retail,C,Commercial
7118.0,0,0.0789473684210526,Education/School,General Service,4,10182.892120260978,0,0,25614.63317779357,2006,Service,O,Office
1446.0,0,0.28125,Home Occupation,General Retailer,2,10747.129610853885,0,1,1040694.0422821196,2022,Retail,R-2,Residential
4284.0,1,0.0,Entertainment,General Service,2,10747.129610853885,0,0,1040694.0422821196,1997,Service,R-2,Residential
6537.0,0,0.1161971830985915,Advertising,Professional Service,0,555.3972450773404,0,0,22304.892402935893,2008,Service,O,Office
8685.0,0,0.0,Insurance Agent/Broker,General Service,1,6926.250380815146,0,0,42360.49773737812,2002,Service,C,Commercial
1675.0,1,0.0,Beauty Salon,General Service,3,2346.8149992715125,0,0,49556.202548519024,2005,Service,C,Commercial
1841.0,0,0.347394540942928,Medical Services,Professional Service,0,1292.7415584892042,0,0,26048.61578759927,2021,Service,O,Office
7129.0,0,0.0540037243947858,Restaurant,Downtown Association,0,0.0,1,0,13120.09777827046,2006,Downtown Association,C,Commercial
2062.0,1,0.2038216560509554,Misc Business Services,General Service,3,3110.575956525634,0,0,7773.239105820109,2008,Service,R-1,Residential
4538.0,0,0.1875,Medical Services,Professional Service,1,14123.543915032496,0,0,116881.18462135582,2013,Service,BP,Commercial
6627.0,0,0.1489361702127659,Medical Services,Professional Service,3,2133.8399204161574,0,0,8321.122466919473,2008,Service,O,Office
3964.0,1,0.0,Restaurant,General Service,3,2408.776926867451,0,0,49556.202548519024,2003,Service,C,Commercial
3619.0,0,0.3157894736842105,Legal Services,Downtown Association,3,2606.963612426426,0,0,12953.577535782748,2016,Downtown Association,O,Office
13426.0,0,0.0,Retail,General Retailer,1,6483.533596910658,0,0,12786.885571773722,1989,Retail,C,Commercial
60.0,1,0.2872340425531915,Home Occupation,General Retailer,1,5814.795664006215,0,1,6601.7542762733365,2025,Retail,R-1,Residential
1034.0,0,0.2588235294117647,Restaurant,General Retailer,2,10691.55402935455,0,0,170360.61148949602,2023,Retail,M,Manufacturing
831.0,1,0.2486187845303867,Repair Services,Professional Service,2,8716.05626734199,0,0,18725.860714086422,2015,Service,C,Commercial
18521.0,0,0.0,Real Estate Agent,Professional Service,0,168.2117188920424,0,0,8846.599926215024,1975,Service,O,Office
927.0,0,0.3176691729323308,Alcoholic Beverage,Downtown Association,0,0.0,1,0,37187.77312983599,2023,Downtown Association,C,Commercial
177.0,1,0.3125,Home Occupation,General Service,0,555.2322508597452,0,1,7803.032943503951,2009,Service,C,Commercial
2090.0,1,0.1702127659574468,Beauty Salon,General Service,0,2296.40494613641,0,0,12306.243434458544,2009,Service,C,Commercial
3811.0,1,0.2459736456808199,Medical Services,Downtown Association,0,0.0,0,0,71780.37395367466,2009,Downtown Association,O,Office
10281.0,0,0.0,"Computers, Sales & Service",Downtown Association,0,0.0,1,0,37187.77312983599,1998,Downtown Association,C,Commercial
15964.0,0,0.0,Manufacturing,General Manufacturer,1,8419.347644673657,0,0,11009.674479328303,1982,Other,M,Manufacturing
8049.0,0,0.0,Retail,General Retailer,0,429.4802129109734,0,0,9971.341374897253,2004,Retail,C,Commercial
3409.0,0,0.3157894736842105,"Accounting,Auditing/CPA/Tax Service",Professional Service,1,12702.07855382758,0,0,80475.7869741603,2016,Service,C,Commercial
10610.0,0,0.0,Financial Institution,Downtown Association,0,0.0,1,0,12399.024352397366,1997,Downtown Association,C,Commercial
907.0,0,0.3197278911564626,Manufacturing,General Retailer,2,8937.656107085295,0,0,260842.2226411217,2023,Retail,C,Commercial
879.0,1,0.296875,Home Occupation,Contractor,3,4968.935837869322,0,1,6728.521150384615,2013,Service,R-1,Residential
1502.0,0,0.3128491620111732,Homestay,General Service,0,2011.6772241578008,0,0,5138.15742685664,2022,Service,R-2,Residential
11872.0,1,0.0,Rental- Residential,Residential Rental,3,3750.875131629198,0,0,8097.395491948196,1982,Rental,R-1,Residential
12409.0,0,0.0,Rental- Commercial,Commercial Rental Property,0,0.0,1,0,14487.480671420728,1992,Rental,C,Commercial
585.0,1,0.1904761904761904,Rental- Residential,Residential Rental,4,8148.786646227277,0,0,6017.396749802289,2009,Rental,R-1,Residential
640.0,1,0.3215189873417721,Attorney at Law,Downtown Association,0,0.0,1,0,36099.68329911458,2015,Downtown Association,C,Commercial
7866.0,0,0.0,Retail,General Wholesaler,3,4890.145881121271,0,0,58351.87534195547,2004,Other,C,Commercial
10645.0,1,0.0,Rental- Residential,Residential Rental,3,5336.071752437731,0,0,44361.76834777495,1982,Rental,R-4,Residential
748.0,1,0.1956521739130435,Rental- Residential,Residential Rental,4,9518.293373260114,0,0,49303.465464847504,2011,Rental,R-2,Residential
174.0,1,0.0935251798561151,Home Occupation,General Service,0,1358.588709117419,0,1,8976.756404974863,2007,Service,R-2,Residential
2427.0,0,0.2761194029850746,Miscellaneous Business,General Service,1,13869.253248791852,0,0,72177.34567116627,2019,Service,C,Commercial
13956.0,0,0.0,Engineer,Professional Service,1,6838.1623747099175,0,0,176028.90591066048,1987,Service,O,Office
5638.0,0,0.2,Rental- Residential,Residential Rental,2,6266.815613009545,0,0,28741.170103438617,2010,Rental,C,Commercial
601.0,1,0.3032786885245901,Restaurant,Downtown Association,0,0.0,1,0,42462.67240590146,2019,Downtown Association,C,Commercial
12290.0,0,0.0,Rental- Commercial,Commercial Rental Property,1,8980.776383458648,0,0,32225.341587601528,1992,Rental,M,Manufacturing
1323.0,0,0.2349726775956284,Restaurant,General Retailer,3,4824.40657487758,0,0,32231.75755084392,2022,Retail,C,Commercial
4617.0,1,0.0,Retail,General Retailer,0,2064.2222680454083,0,0,7429.853709626699,1994,Retail,C,Commercial
13769.0,1,0.0,Retail,General Retailer,0,4029.599897998514,0,0,10881.233163468396,1982,Retail,C,Commercial
36.0,1,0.2352941176470588,Auto Mechanic/Detailer/Services,General Service,2,10557.168410703522,0,0,1040694.0422821196,2025,Service,R-2,Residential
7808.0,1,0.0,Misc Business Services,General Service,0,597.1227917754416,0,0,6651.085592660643,1996,Service,O,Office
551.0,0,0.2555205047318612,Professional,Professional Service,0,1855.0129722886352,0,0,16254.11298965157,2024,Service,C,Commercial
1166.0,0,0.2438016528925619,Auto Mechanic/Detailer/Services,General Service,1,5659.783200378101,0,0,16835.26944113621,2023,Service,C,Commercial
6773.0,1,0.0,Retail,General Service,1,10695.591399764027,0,0,225165.6218988304,1992,Service,M,Manufacturing
1453.0,0,0.3853211009174312,Rental- Residential,Residential Rental,3,5432.541882699051,0,0,6377.397569982046,2022,Rental,R-1,Residential
1365.0,0,0.2578125,Contractor- Specialty,Contractor,1,13275.79930334867,0,0,103856.9787977616,2022,Service,BP,Commercial
6146.0,0,0.1333333333333333,Contractor- Specialty,Contractor,2,10621.0861864381,0,0,172554.22759999588,2009,Service,C,Commercial
3112.0,1,0.0,Contractor- Specialty,Contractor,2,9090.333345602725,0,0,18273.1801761368,2000,Service,C,Commercial
634.0,1,0.2043795620437956,Rental- Residential,Residential Rental,3,4169.740751542219,0,0,27726.69781839679,2010,Rental,R-4,Residential
644.0,0,0.3459459459459459,Massage,Massage Therapist,0,193.62456609628467,0,0,9252.69677186998,2024,Service,O,Office
5232.0,1,0.0,Rental- Residential,Residential Rental,3,1650.4476399903904,0,0,4353.054050666188,1992,Rental,R-3,Residential
1467.0,0,0.2831858407079646,Rental- Residential,Residential Rental,1,6633.47122406512,0,0,333912.2376080268,2022,Rental,R-3,Residential
1292.0,0,0.2864321608040201,Rental- Residential,Residential Rental,1,10024.543732764068,0,0,76045.2036602782,2022,Rental,C,Commercial
667.0,1,0.1739130434782608,Rental- Residential,Residential Rental,1,6048.299101575951,0,0,6399.143868708572,2010,Rental,R-1,Residential
14063.0,1,0.0,Insurance Agent/Broker,Downtown Association,0,0.0,0,0,8974.768522599308,1981,Downtown Association,O,Office
10458.0,0,0.0,Restaurant,General Retailer,1,11850.600810810382,0,0,106512.53266634536,1997,Retail,C,Commercial
3156.0,0,0.3026584867075664,Rental- Residential,Residential Rental,0,348.53513266663106,0,0,6783.447603882115,2017,Rental,O,Office
853.0,1,0.0,Apparel/Accessories,General Retailer,4,9992.045883792309,0,0,328946.8744863285,2004,Retail,C,Commercial
3066.0,0,0.3100358422939068,Attorney at Law,Professional Service,0,28.006788526894063,0,0,18277.68557006998,2017,Service,O,Office
5582.0,0,0.2051282051282051,Rental- Residential,Residential Rental,1,15129.953345484211,0,0,4961.320830110513,2010,Rental,R-1,Residential
5809.0,1,0.0,Rental- Residential,Residential Rental,3,3191.9486345828955,0,0,8761.388632886465,2003,Rental,R-3,Residential
7068.0,0,0.0897435897435897,Home Occupation,General Service,3,5189.001433020803,0,1,8250.498441897449,2006,Service,R-4,Residential
1911.0,1,0.2894736842105263,Rental- Residential,Residential Rental,0,1135.2499862568516,0,0,7764.713697486735,2010,Rental,R-2,Residential
1323.0,1,0.4,Contractor- General,Contractor,4,11284.290674616206,0,0,2790952.745566932,2013,Service,C,Commercial
7864.0,0,0.0,Legal Services,Professional Service,0,569.7782724506518,0,0,5888.973168208912,2004,Service,O,Office
289.0,1,0.3636363636363636,Rental- Residential,Residential Rental,3,7411.377189602777,0,0,6412.593247196109,2016,Rental,R-1,Residential
9526.0,1,0.0,"Wholesale, Distributors",General Wholesaler,2,8190.112799679508,0,0,184101.44886612767,1994,Other,C,Commercial
9282.0,1,0.0,Insurance Agent/Broker,General Service,4,10182.892120260978,0,0,25614.63317779357,1987,Service,O,Office
365.0,1,0.2903663500678426,Counseling,Downtown Association,0,0.0,0,0,8418.389202798851,2020,Downtown Association,O,Office
639.0,1,0.2430555555555555,Rental- Residential,Residential Rental,2,6266.815613009545,0,0,28741.170103438617,2010,Rental,C,Commercial
18886.0,0,0.0,Personal Services,Massage Therapist,0,147.76395074544791,0,0,33887.55535048208,1974,Service,O,Office
875.0,1,0.2758620689655172,Professional,Professional Service,4,10182.892120260978,0,0,25614.63317779357,2012,Service,O,Office
10427.0,0,0.0,Rental- Commercial,Commercial Rental Property,0,2625.899027828088,0,0,29155.05448727955,1997,Rental,O,Office
9734.0,0,0.0,Medical Services,Professional Service,3,3671.696228014038,0,0,20969.22290348807,1999,Service,O,Office
14362.0,1,0.0,Dental,Professional Service,2,6312.316620037789,0,0,88574.53168290893,1985,Service,C,Commercial
3032.0,1,0.128,Medical Services,Professional Service,4,10178.67581817338,0,0,25614.63317779357,2007,Service,O,Office
653.0,1,0.3627450980392157,Home Occupation,Professional Service,3,2732.6724232716256,0,1,5465.029715472846,2014,Service,R-1,Residential
938.0,1,0.2118226600985221,Medical Services,Professional Service,3,2845.128768800457,0,0,21842.225519096133,2013,Service,O,Office
9037.0,1,0.0,Retail,General Retailer,0,4047.714294541861,0,0,7377.469186124808,1992,Retail,R-1,Residential
694.0,1,0.2923728813559322,Consultant,General Service,2,7441.461690759579,0,0,81110.11578840249,2017,Service,R-2,Residential
539.0,1,0.0,Rental- Residential,Residential Rental,0,501.1681743520257,0,0,7719.023414422073,2005,Rental,R-3,Residential
485.0,1,0.2915662650602409,Beauty Salon,General Service,0,63.71962411691587,0,0,18925.86233677276,2017,Service,C,Commercial
3065.0,1,0.0,Rental- Residential,Residential Rental,3,2784.888424865586,0,0,7505.697112254792,2001,Rental,R-1,Residential
499.0,1,0.0,Medical Services,Professional Service,0,890.429922706078,0,0,9405.67721938189,2005,Service,O,Office
5230.0,1,0.0,Rental- Residential,Residential Rental,4,8829.935548955606,0,0,11894.527659029323,1992,Rental,R-1,Residential
410.0,0,0.3057851239669421,Counseling,Professional Service,0,287.61447159881726,0,0,5877.3467955015285,2025,Service,O,Office
714.0,1,0.293103448275862,Rental- Residential,Residential Rental,1,12684.60034643256,0,0,186335.47235332936,2014,Rental,R-2,Residential
8533.0,0,0.0,Engineer,Professional Service,0,694.8522081129619,0,0,17303.698916859114,2002,Service,C,Commercial
5663.0,0,0.3117469879518072,Rental- Residential,Residential Rental,0,22.84582720589003,0,0,23702.365542619176,2010,Rental,R-3,Residential
6240.0,1,0.0,Beauty Salon,General Service,1,9759.551832828784,0,0,113632.1974917182,2003,Service,C,Commercial
2717.0,1,0.0,Rental- Residential,Residential Rental,4,9839.806179367322,0,0,174443.82247309052,2006,Rental,R-3,Residential
706.0,1,0.0,Beauty Salon,General Service,0,112.76546755874016,0,0,9019.432868087051,2004,Service,C,Commercial
855.0,1,0.1792452830188679,Rental- Residential,Residential Rental,4,11723.054286484785,0,0,282663.4622377588,2011,Rental,R-2,Residential
4095.0,1,0.0,Medical Services,Downtown Association,0,0.0,1,0,12104.813733428864,2005,Downtown Association,C,Commercial
1780.0,0,0.3235294117647059,Rental- Residential,Residential Rental,3,8735.757813715856,0,0,9050.10329461108,2021,Rental,R-1,Residential
2088.0,1,0.2290748898678414,Architect,General Service,0,280.5936744968194,0,0,3500.3770232955703,2009,Service,O,Office
14.0,1,0.3312101910828025,Consultant,Downtown Association,0,0.0,1,0,19688.68976216909,2022,Downtown Association,C,Commercial
9468.0,0,0.0,Contractor- Specialty,Contractor,1,6586.3747267727695,0,0,17949.626473822624,2000,Service,M,Manufacturing
1083.0,1,0.3652173913043478,Home Occupation,General Service,4,9839.806179367322,0,1,174443.82247309052,2022,Service,R-3,Residential
14062.0,1,0.0,Contractor- General,Contractor,1,5135.133215201674,0,0,5628.470436176503,1985,Service,C,Commercial
13550.0,0,0.0,Home Occupation,Contractor,1,8557.114596244664,0,1,21844.831743420145,1989,Service,R-3,Residential
2205.0,1,0.0588235294117647,Home Occupation,General Service,3,2084.164655839438,0,1,6992.976038100112,2006,Service,R-1,Residential
410.0,1,0.2840909090909091,Retail,General Retailer,2,5631.694972057108,0,0,42644.42353308406,2017,Retail,C,Commercial
2427.0,0,0.3062200956937799,Attorney at Law,Professional Service,2,7080.311324189817,0,0,52241.25186367986,2019,Service,O,Office
55.0,1,0.2986425339366516,Legal Services,Professional Service,2,7080.311324189817,0,0,52241.25186367986,2016,Service,O,Office
248.0,0,0.24609375,Caterer,General Service,1,6412.698144733273,0,0,52276.015984575344,2025,Service,C,Commercial
2303.0,1,0.0833333333333333,Home Occupation,General Service,1,12681.095088537068,0,1,186335.47235332936,2007,Service,R-2,Residential
4276.0,1,0.0,Restaurant,General Service,2,8757.835186938482,0,0,173168.46892170244,1998,Service,C,Commercial
1415.0,0,0.3515625,Rental- Residential,Residential Rental,4,9839.806179367322,0,0,174443.82247309052,2022,Rental,R-3,Residential
4252.0,0,0.2325581395348837,Homestay,General Service,0,2717.4619759097022,0,0,10789.343488818336,2014,Service,R-2,Residential
104.0,1,0.3194070080862534,Beauty Salon,Downtown Association,0,0.0,1,0,9911.76301000834,2024,Downtown Association,C,Commercial
15964.0,0,0.0,Medical Services,General Service,3,3691.385313466428,0,0,97009.3382058884,1982,Service,O,Office
3835.0,0,0.4269662921348314,Homestay,General Service,4,10636.52062289918,0,0,7143.50098480177,2015,Service,R-1,Residential
805.0,0,0.315,Homestay,General Service,0,1032.6081706164823,0,0,6127.436334764989,2024,Service,R-3,Residential
5311.0,1,0.1780821917808219,Rental- Residential,Residential Rental,3,6527.760697869065,0,0,6326.274323148802,2010,Rental,R-1,Residential
9218.0,0,0.0,Rental- Commercial,Commercial Rental Property,3,3648.8153924512862,0,0,59057.2108051365,2000,Rental,R-4,Residential
4185.0,0,0.2560975609756097,Misc Business Services,Professional Service,3,3840.736834790248,0,0,59526.41170489322,2014,Service,O,Office
14684.0,0,0.0,Legal Services,Downtown Association,0,0.0,0,0,10499.639788818871,1986,Downtown Association,O,Office
367.0,1,0.2784313725490196,Home Occupation,General Service,0,870.1784169698509,0,1,10578.776878609113,2016,Service,R-2,Residential
5634.0,0,0.2647058823529412,Rental- Residential,Residential Rental,3,3028.328681150512,0,0,5647.664071152725,2010,Rental,R-1,Residential
745.0,0,0.2698744769874477,Motor Vehicle Sales,Downtown Association,0,0.0,1,0,10715.31633797089,2024,Downtown Association,C,Commercial
