closure_time,censor,500m_5yr_churn,Business type,Rate type (STD),cluster,ft to downtown,is_downtown_association,is_home_occ,sq(ft),start_year,type,zone,zone_type
5140.0,1,0.0,Apparel/Accessories,Downtown Association,0,0.0,1,0,4909.187098390863,2005,Downtown Association,C,Commercial
937.0,1,0.225563909774436,Misc Business Services,General Service,2,10557.168410703522,0,0,1040694.0422821196,2009,Service,R-2,Residential
6627.0,0,0.0444444444444444,Beauty Salon,General Service,4,10798.780537546976,0,0,384996.80530674354,2008,Service,C,Commercial
516.0,1,0.4415584415584415,Miscellaneous Business,General Service,2,12873.812385833986,0,0,97915.6927441578,2019,Service,C,Commercial
10500.0,0,0.0,Rental- Commercial,Downtown Association,0,0.0,1,0,11979.026508936748,1997,Downtown Association,C,Commercial
422.0,0,0.2171052631578947,Rental- Residential,Residential Rental,1,6665.994106811335,0,0,333912.2376080268,2025,Rental,R-3,Residential
50.0,1,0.2580645161290322,Rental- Residential,Residential Rental,1,6682.277287846864,0,0,333912.2376080268,2022,Rental,R-3,Residential
1292.0,0,0.2369942196531791,Rental- Residential,Residential Rental,1,7233.31084795171,0,0,8002.566420454651,2022,Rental,R-3,Residential
14138.0,0,0.0,Rental- Commercial,Downtown Association,0,0.0,0,0,5106.552297055094,1987,Downtown Association,O,Office
3125.0,0,0.3310344827586207,Rental- Residential,Residential Rental,1,7282.59962357173,0,0,25179.4966152406,2017,Rental,R-3,Residential
1435.0,0,0.28,Rental- Residential,Residential Rental,1,9055.551347924404,0,0,5271.7997060756525,2022,Rental,R-2,Residential
1396.0,1,0.2517006802721088,Rental- Residential,Residential Rental,0,1267.3734452731392,0,0,3809.673103712624,2010,Rental,R-3,Residential
3962.0,0,0.3307790549169859,Rental- Commercial,Downtown Association,0,0.0,1,0,4440.868347550672,2015,Downtown Association,C,Commercial
957.0,1,0.2123287671232876,Rental- Residential,General Retailer,3,1957.7137144200376,0,0,13840.717935900924,2022,Retail,C,Commercial
1435.0,0,0.2181818181818181,Rental- Residential,Residential Rental,1,7756.507493563094,0,0,185323.2386382953,2022,Rental,R-3,Residential
805.0,0,0.283987915407855,Homestay,General Service,0,552.2211540291914,0,0,7819.0469564067425,2024,Service,R-2,Residential
4731.0,0,0.2270531400966183,Rental- Residential,Residential Rental,3,4069.578545155685,0,0,49528.171551684776,2013,Rental,R-4,Residential
2712.0,1,0.2608695652173913,Rental- Residential,Residential Rental,3,4069.578545155685,0,0,49528.171551684776,2010,Rental,R-4,Residential
1456.0,0,0.1690140845070422,Rental- Residential,Residential Rental,4,10651.79277535041,0,0,94725.36439411792,2022,Rental,C,Commercial
1424.0,0,0.2124352331606217,Rental- Residential,Residential Rental,3,3735.1839561025504,0,0,9797.939529804344,2022,Rental,R-1,Residential
1118.0,0,0.3333333333333333,Misc Business Services,Downtown Association,0,0.0,1,0,36099.68329911458,2023,Downtown Association,C,Commercial
4212.0,0,0.247787610619469,Rental- Commercial,Commercial Rental Property,0,950.7307343737344,0,0,7114.890323680366,2014,Rental,C,Commercial
3986.0,0,0.2822085889570552,Rental- Commercial,Commercial Rental Property,3,4145.463707514276,0,0,6464.116083731654,2015,Rental,R-1,Residential
1465.0,0,0.2416107382550335,Rental- Residential,Residential Rental,3,4169.740751542219,0,0,27726.69781839679,2022,Rental,R-4,Residential
1891.0,0,0.3956043956043956,Rental- Residential,Residential Rental,4,9558.73321749948,0,0,11283.14550940987,2021,Rental,R-1,Residential
676.0,1,0.4354838709677419,Rental- Residential,Residential Rental,1,13625.144510639282,0,0,1769.4357080215511,2015,Rental,R-2,Residential
4292.0,1,0.2837528604118993,Rental- Commercial,Commercial Rental Property,0,696.0052380481465,0,0,8871.664957221596,2012,Rental,O,Office
1112.0,0,0.2886178861788618,Rental- Residential,Residential Rental,0,949.1507019198468,0,0,15440.282656191115,2023,Rental,R-3,Residential
5666.0,0,0.2878787878787879,Rental- Residential,Residential Rental,3,4552.782293308789,0,0,90128.52158607537,2010,Rental,R-4,Residential
382.0,1,0.2722222222222222,Rental- Residential,Residential Rental,4,9721.45944705644,0,0,93487.69405701438,2010,Rental,R-2,Residential
3888.0,0,0.2391304347826087,Rental- Residential,Residential Rental,0,2861.991830154517,0,0,7090.655414094078,2015,Rental,R-2,Residential
1900.0,0,0.2708333333333333,Rental- Residential,Residential Rental,4,7870.816440355814,0,0,6205.863804125417,2021,Rental,R-1,Residential
1488.0,0,0.2974683544303797,Rental- Residential,Residential Rental,0,1127.9813010596977,0,0,5029.0585450964645,2022,Rental,R-2,Residential
1120.0,0,0.3928571428571428,Rental- Residential,Residential Rental,4,11936.951264313291,0,0,8458.30041591435,2023,Rental,R-1,Residential
1535.0,0,0.250936329588015,Rental- Commercial,Commercial Rental Property,0,2105.4473433675253,0,0,6124.570530699991,2022,Rental,C,Commercial
423.0,1,0.2758620689655172,Rental- Residential,Residential Rental,1,8999.27662964779,0,0,9710.37468518133,2021,Rental,R-1,Residential
1509.0,0,0.2765957446808511,Rental- Residential,Residential Rental,0,3488.5955252918907,0,0,7520.176639113828,2022,Rental,R-1,Residential
3171.0,0,0.34375,Restaurant,General Service,0,3139.622646675698,0,0,83837.45092914342,2017,Service,C,Commercial
4623.0,1,0.0,Restaurant,General Retailer,0,3139.622646675698,0,0,83837.45092914342,1995,Retail,C,Commercial
247.0,1,0.3152173913043478,Hotels and Motels,General Service,0,1986.190965190264,0,0,6451.188512015197,2019,Service,C,Commercial
4648.0,0,0.28125,Rental- Residential,Residential Rental,4,9398.230413740945,0,0,5961.87962451553,2013,Rental,R-1,Residential
5624.0,0,0.2912087912087912,Rental- Residential,Residential Rental,3,3514.939346112533,0,0,14994.475466315524,2010,Rental,R-1,Residential
5557.0,0,0.3213610586011342,Architect,Downtown Association,0,0.0,1,0,37187.77312983599,2010,Downtown Association,C,Commercial
3958.0,0,0.3470394736842105,Financial Institution,Downtown Association,0,0.0,1,0,11168.773686126557,2015,Downtown Association,C,Commercial
7007.0,0,0.0914179104477612,Misc Business Services,Downtown Association,0,0.0,0,0,8418.389202798851,2007,Downtown Association,O,Office
4465.0,1,0.2233009708737864,Rental- Residential,Residential Rental,1,7220.810033590647,0,0,7579.964412301609,2010,Rental,R-1,Residential
1621.0,0,0.3406451612903226,Restaurant,Downtown Association,0,0.0,1,0,40800.80106152653,2021,Downtown Association,C,Commercial
1421.0,0,0.2692307692307692,Rental- Residential,Residential Rental,1,6037.417184650315,0,0,59233.36639189376,2022,Rental,R-1,Residential
2126.0,1,0.2752808988764045,Rental- Residential,Residential Rental,3,4374.989876756328,0,0,6918.680329732019,2018,Rental,R-1,Residential
3429.0,0,0.36,Rental- Residential,Residential Rental,0,3079.9175517103417,0,0,137598.97772719368,2016,Rental,R-4,Residential
5617.0,0,0.1726618705035971,Rental- Residential,Residential Rental,0,3079.9175517103417,0,0,137598.97772719368,2010,Rental,R-4,Residential
1535.0,0,0.2564102564102564,Rental- Residential,Residential Rental,0,4681.270824834071,0,0,7483.778480226097,2022,Rental,R-1,Residential
571.0,1,0.25,Rental- Residential,Residential Rental,0,5143.893008803418,0,0,6593.517153366478,2022,Rental,R-1,Residential
369.0,1,0.4044943820224719,Hotels and Motels,General Service,3,7624.408725797741,0,0,7019.531358789252,2018,Service,R-1,Residential
1734.0,1,0.3095238095238095,Rental- Residential,Residential Rental,3,2427.803380623096,0,0,7858.656135448047,2012,Rental,R-1,Residential
3323.0,0,0.2923076923076923,Rental- Residential,Residential Rental,3,5336.071752437731,0,0,44361.76834777495,2017,Rental,R-4,Residential
1424.0,0,0.2072538860103626,Rental- Residential,Residential Rental,3,3823.032939181632,0,0,9795.087735153871,2022,Rental,R-1,Residential
539.0,1,0.0,Retail,General Retailer,2,10747.129610853885,0,0,1040694.0422821196,2005,Retail,R-2,Residential
481.0,1,0.2553191489361702,Home Occupation,General Retailer,0,2080.369485425869,0,1,7176.735285559057,2021,Retail,R-2,Residential
8231.0,0,0.0,Home Occupation,General Service,2,7323.778607167826,0,1,5977.918475394676,2003,Service,R-1,Residential
2400.0,0,0.3333333333333333,Rental- Residential,Residential Rental,3,5034.893708730604,0,0,5635.055460866103,2019,Rental,R-1,Residential
3679.0,0,0.2794117647058823,Rental- Residential,Residential Rental,2,7185.475022236819,0,0,6687.128044267043,2016,Rental,R-1,Residential
779.0,1,0.1923076923076923,Home Occupation,General Retailer,3,8035.984806954454,0,1,6486.67663775278,2009,Retail,R-1,Residential
12372.0,0,0.0,Rental- Commercial,Commercial Rental Property,0,782.8801255401808,0,0,16498.029692163353,1992,Rental,C,Commercial
660.0,1,1.0,Professional,Professional Service,4,15698.203336474138,0,0,3150837.0800128286,2021,Service,C,Commercial
1462.0,0,0.2628865979381443,Rental- Residential,Residential Rental,1,7561.833115312173,0,0,174830.0224044298,2022,Rental,R-2,Residential
505.0,1,0.3272214386459802,Rental- Commercial,Downtown Association,0,0.0,0,0,8045.075438811998,2016,Downtown Association,O,Office
2419.0,0,0.32,Rental- Residential,Residential Rental,3,3191.9486345828955,0,0,8761.388632886465,2019,Rental,R-3,Residential
1428.0,0,0.2826086956521739,Rental- Residential,Residential Rental,2,6829.96451782749,0,0,6413.390078609722,2022,Rental,R-1,Residential
4801.0,0,0.2297297297297297,Professional,Professional Service,3,3110.575956525634,0,0,7773.239105820109,2013,Service,R-1,Residential
4801.0,0,0.2297297297297297,Professional,Professional Service,3,3110.575956525634,0,0,7773.239105820109,2013,Service,R-1,Residential
4556.0,1,0.1984126984126984,Home Occupation,General Service,4,10812.758410186076,0,1,5455.050403204484,2008,Service,R-2,Residential
2400.0,0,0.35,Rental- Residential,Residential Rental,3,5005.743431172755,0,0,5635.055460866103,2019,Rental,R-1,Residential
3555.0,0,0.2734375,Rental- Residential,Residential Rental,3,6034.01884360982,0,0,17472.049569424642,2016,Rental,R-1,Residential
1435.0,0,0.3370786516853932,Rental- Residential,Residential Rental,2,11239.408030753237,0,0,7269.233572281882,2022,Rental,R-1,Residential
5831.0,0,0.2432432432432432,Contractor- Specialty,Contractor,0,1825.3296148149911,0,0,10059.213905450344,2010,Service,O,Office
12418.0,1,0.0,"Computers, Sales & Service",Professional Service,0,1213.9383166918035,0,0,40645.68397850013,1982,Service,O,Office
5661.0,0,0.2197802197802197,Rental- Residential,Residential Rental,3,2972.932417370896,0,0,7110.34118434803,2010,Rental,R-3,Residential
3939.0,1,0.0,Misc Business Services,General Service,1,23005.057218642065,0,0,6031525.715962919,2005,Service,C,Commercial
4358.0,0,0.3859649122807017,Rental- Residential,Residential Rental,3,4322.427384270467,0,0,7260.389077682158,2014,Rental,R-1,Residential
2734.0,0,0.1772151898734177,Miscellaneous Business,General Service,2,7482.513078973373,0,0,138288.0911287408,2018,Service,O,Office
1435.0,0,0.1951219512195122,Rental- Residential,Residential Rental,3,3191.9486345828955,0,0,8761.388632886465,2022,Rental,R-3,Residential
483.0,1,0.3445945945945945,Consultant,Professional Service,1,8686.44642663586,0,0,98558.526567752,2017,Service,M,Manufacturing
1235.0,0,0.2574626865671642,Homestay,Residential Rental,0,824.8150444962212,0,0,7527.858032085735,2022,Rental,R-2,Residential
1333.0,0,0.2556390977443609,Homestay,General Service,0,824.8150444962212,0,0,7527.858032085735,2022,Service,R-2,Residential
9097.0,0,0.0,Rental- Residential,Residential Rental,3,3933.034941338594,0,0,5997.055577829237,2001,Rental,R-1,Residential
3469.0,0,0.3539325842696629,Rental- Residential,Residential Rental,0,1135.2499862568516,0,0,7764.713697486735,2016,Rental,R-2,Residential
1033.0,0,0.2514619883040935,Rental- Residential,Residential Rental,3,3046.673032894115,0,0,7002.535554549498,2023,Rental,R-2,Residential
1027.0,0,0.2513966480446927,Rental- Residential,Residential Rental,0,466.5780701757547,0,0,10180.594639209472,2023,Rental,R-3,Residential
4422.0,0,0.2285714285714285,Rental- Residential,Residential Rental,3,6276.579987482987,0,0,14286.773515040866,2014,Rental,R-4,Residential
574.0,0,0.2579617834394904,Contractor- General,Contractor,0,707.0829663866418,0,0,5634.361683283368,2024,Service,O,Office
3344.0,0,0.2687074829931973,Engineer,Professional Service,0,707.0829663866418,0,0,5634.361683283368,2017,Service,O,Office
6254.0,0,0.2379182156133829,Property Management,Residential Rental,0,0.0,0,0,13680.453101762874,2009,Rental,O,Office
1475.0,1,0.4935064935064935,Medical Services,Professional Service,2,12873.812385833986,0,0,97915.6927441578,2021,Service,C,Commercial
4003.0,0,0.3165829145728643,Medical Services,General Service,4,10175.899151926187,0,0,25614.63317779357,2015,Service,O,Office
896.0,1,0.1363636363636363,Home Occupation,General Service,1,15028.661528484892,0,1,4243.211165184309,2007,Service,R-1,Residential
1581.0,1,0.0,Restaurant,General Retailer,2,11225.920550760997,0,0,41930.0658066491,2005,Retail,C,Commercial
3150.0,1,0.0,Rental- Residential,Residential Rental,3,7376.828459118249,0,0,6138.511728322041,2003,Rental,R-1,Residential
1498.0,0,0.2392638036809816,Rental- Residential,Residential Rental,3,2168.7800291919293,0,0,15790.085085227856,2022,Rental,R-3,Residential
2468.0,0,0.3112244897959184,Rental- Residential,Residential Rental,3,3191.9486345828955,0,0,8761.388632886465,2019,Rental,R-3,Residential
915.0,1,0.316546762589928,Rental- Residential,Residential Rental,0,631.4263869488401,0,0,23303.44494127662,2016,Rental,R-2,Residential
1787.0,0,0.3174157303370786,Rental- Residential,Residential Rental,0,417.2606309340969,0,0,93052.41216250887,2021,Rental,R-3,Residential
3661.0,0,0.3636363636363636,Home Occupation,General Service,4,9425.893243851397,0,1,6232.9361143088,2016,Service,R-1,Residential
1354.0,0,0.2468085106382978,Homestay,General Service,1,5094.034036396521,0,0,7204.179413328975,2022,Service,R-1,Residential
277.0,0,0.2443181818181818,Rental- Residential,General Retailer,3,1792.3394051303333,0,0,13753.638894151449,2025,Retail,R-3,Residential
3880.0,0,0.2882882882882883,Rental- Residential,Residential Rental,3,3191.9486345828955,0,0,8761.388632886465,2015,Rental,R-3,Residential
805.0,0,0.2156862745098039,Property Management,Residential Rental,3,1518.4658499274651,0,0,6857.371990057769,2024,Rental,R-2,Residential
15964.0,0,0.0,Rental- Residential,Residential Rental,3,3244.3405763874384,0,0,9511.167959558215,1982,Rental,R-3,Residential
4051.0,0,0.3493975903614458,Rental- Commercial,Downtown Association,0,0.0,1,0,6856.485768671048,2015,Downtown Association,C,Commercial
14042.0,0,0.0,Food Store,Downtown Association,0,0.0,1,0,10242.680863002382,1987,Downtown Association,C,Commercial
15233.0,0,0.0,Food Store,General Retailer,3,2616.424813582887,0,0,26864.010139158006,1984,Retail,C,Commercial
15964.0,0,0.0,Food Store,General Retailer,0,723.2442186665883,0,0,10184.050546423692,1982,Retail,C,Commercial
1003.0,1,0.3372093023255814,Rental- Residential,Residential Rental,0,1247.3617461424008,0,0,4507.608012898329,2018,Rental,R-2,Residential
257.0,1,0.3589420654911839,"Accounting,Auditing/CPA/Tax Service",Downtown Association,0,0.0,1,0,4909.187098390863,2012,Downtown Association,C,Commercial
216.0,1,0.3423980222496909,Business/ Services/ Professions,Downtown Association,0,0.0,1,0,19688.68976216909,2022,Downtown Association,C,Commercial
534.0,1,0.3060498220640569,Home Occupation,General Service,0,1798.5985405115616,0,1,10101.89084434102,2019,Service,R-2,Residential
958.0,0,0.3170731707317073,Motor Vehicle Sales,General Retailer,0,1438.088720600228,0,0,13062.972741582882,2023,Retail,C,Commercial
599.0,0,0.2532188841201717,House Number Painter,General Retailer,3,1574.2745016731485,0,0,32959.67998549289,2024,Retail,R-3,Residential
2707.0,0,0.2814070351758794,Home Occupation,General Service,1,6869.463564838793,0,1,40336.07423011989,2018,Service,M,Manufacturing
203.0,1,0.3216374269005848,Home Occupation,General Service,2,10557.168410703522,0,1,1040694.0422821196,2021,Service,R-2,Residential
537.0,0,0.3628318584070796,Landscaper,Contractor,0,0.0,0,0,8974.768522599308,2024,Service,O,Office
2053.0,0,0.3326446280991735,Communications,Downtown Association,0,0.0,1,0,37187.77312983599,2020,Downtown Association,C,Commercial
1491.0,0,0.2155688622754491,Rental- Residential,Residential Rental,3,3388.477831592571,0,0,6161.49327432352,2022,Rental,R-1,Residential
1290.0,1,0.375,Rental- Residential,Residential Rental,4,10124.94503952756,0,0,15123.588721771648,2021,Rental,R-1,Residential
6754.0,1,0.0,Rental- Commercial,Downtown Association,0,0.0,1,0,3827.001850515365,2005,Downtown Association,C,Commercial
7.0,1,0.3023255813953488,Rental- Residential,Residential Rental,1,5355.040860488804,0,0,1471.3732743945882,2018,Rental,R-3,Residential
4121.0,0,0.3511111111111111,General Merchandise,General Retailer,4,9819.264271607915,0,0,328946.8744863285,2014,Retail,C,Commercial
2158.0,1,0.2340425531914893,Home Occupation,General Service,3,6079.354530474874,0,1,5357.690810049276,2010,Service,R-1,Residential
10827.0,0,0.0,Misc Business Services,General Service,1,8590.18871682479,0,0,11713.193086348603,1996,Service,M,Manufacturing
4605.0,0,0.3142857142857143,Rental- Residential,Residential Rental,4,7367.390986553672,0,0,5243.652449034968,2013,Rental,C,Commercial
7592.0,1,0.0,Education/School,Professional Service,1,10024.543732764068,0,0,76045.2036602782,2000,Service,C,Commercial
7491.0,1,0.0,Home Occupation,General Service,4,9459.969668026471,0,1,9838.166829942586,1995,Service,R-1,Residential
1553.0,1,0.2266009852216748,Rental- Residential,Residential Rental,1,6220.439496210452,0,0,152911.7341915805,2010,Rental,R-3,Residential
7188.0,0,0.0,Handyman,General Service,0,1153.1265137558923,0,0,4958.162804664688,2006,Service,R-2,Residential
7287.0,1,0.0,Home Occupation,General Service,3,2891.2378932180104,0,1,7765.524501853469,1993,Service,R-1,Residential
4730.0,1,0.0,Home Occupation,General Service,2,10747.129610853885,0,1,1040694.0422821196,2000,Service,R-2,Residential
3262.0,0,0.2978723404255319,Misc Business Services,General Service,3,4521.052696581866,0,0,90128.52158607537,2017,Service,R-4,Residential
6116.0,0,0.2443991853360488,Beauty Salon,Downtown Association,0,0.0,1,0,20111.766218409768,2009,Downtown Association,C,Commercial
4402.0,0,0.2435233160621761,Home Occupation,General Service,0,2282.738650474147,0,1,61014.00068540238,2014,Service,C,Commercial
6949.0,0,0.106267029972752,Home Occupation,General Service,0,0.0,1,1,14487.480671420728,2007,Service,C,Commercial
559.0,1,0.297752808988764,Business Management,Professional Service,3,4115.975044362782,0,0,53247.13811248186,2010,Service,O,Office
4392.0,1,0.2503556187766714,Retail,Downtown Association,0,0.0,1,0,1993.1090603504392,2009,Downtown Association,C,Commercial
1884.0,1,0.0,Gardening,General Service,1,6317.052838317747,0,0,42642.75983606741,2001,Service,R-4,Residential
939.0,1,0.1358024691358024,Home Occupation,General Service,3,5336.071752437731,0,1,44361.76834777495,2007,Service,R-4,Residential
556.0,1,0.0,Gardening,General Service,1,15587.487227967413,0,0,92762.73158602785,2006,Service,M,Manufacturing
6905.0,1,0.0,Home Occupation,Massage Therapist,0,1863.0956084606448,0,1,5315.683702786066,1997,Service,R-2,Residential
465.0,1,0.3362068965517241,Home Occupation,General Service,3,6080.862174970814,0,1,17472.049569424642,2020,Service,R-1,Residential
9566.0,1,0.0,Medical Services,Professional Service,0,1814.6413556158027,0,0,28930.910947524146,1983,Service,O,Office
966.0,1,0.3419753086419753,Artist/Art Dealer/Sales/Gallery,Downtown Association,0,0.0,1,0,6970.456318220508,2012,Downtown Association,C,Commercial
629.0,1,0.0703125,Home Occupation,General Service,1,9175.360514022532,0,1,32828.32304179366,2007,Service,R-2,Residential
6097.0,1,0.0,Beauty Salon,General Service,0,1829.3309323991505,0,0,8723.090932855488,2002,Service,C,Commercial
3423.0,0,0.3259911894273127,Software Development,Professional Service,2,11083.650987857558,0,0,14829.866405835464,2016,Service,C,Commercial
460.0,1,0.2284263959390862,"Wholesale, Distributors",General Wholesaler,1,9481.52708955213,0,0,16721.253007980296,2011,Other,M,Manufacturing
330.0,1,0.0172413793103448,Home Occupation,General Service,1,8517.36577994878,0,1,231991.8356934611,2006,Service,R-2,Residential
1393.0,1,0.345873786407767,Real Estate Agent,Downtown Association,0,0.0,1,0,6589.257824456742,2014,Downtown Association,C,Commercial
4331.0,0,0.3047619047619048,Real Estate Agent,General Retailer,0,1845.1014356876703,0,0,31553.48140695453,2014,Retail,C,Commercial
3061.0,1,0.2142857142857142,Manufacturing,General Manufacturer,2,8180.959807750548,0,0,837134.2425306678,2013,Other,BP,Commercial
653.0,1,0.2677595628415301,"Computers, Sales & Service",Professional Service,1,6907.783073831066,0,0,34836.85971921327,2015,Service,M,Manufacturing
1126.0,1,0.1655629139072847,Massage,Massage Therapist,0,2661.1453823923325,0,0,4100.344677969747,2012,Service,C,Commercial
6362.0,1,0.0,Home Occupation,General Service,0,4901.364778153725,0,1,6042.924330639083,1994,Service,R-1,Residential
916.0,1,0.158273381294964,Massage,Massage Therapist,0,2605.659429514414,0,0,14050.656978072337,2009,Service,R-2,Residential
203.0,0,0.380281690140845,Personal Services,General Service,2,12873.812385833986,0,0,97915.6927441578,2025,Service,C,Commercial
105.0,1,0.2760736196319018,Home Occupation,General Service,2,6266.815613009545,0,1,28741.170103438617,2022,Service,C,Commercial
4227.0,0,0.4210526315789473,Home Occupation,General Service,4,11353.85446708912,0,1,46803.05023280944,2014,Service,R-1,Residential
4488.0,1,0.0,Retail,Downtown Association,0,0.0,0,0,13680.453101762874,1999,Downtown Association,O,Office
1597.0,1,0.0,Contractor- General,General Service,4,9772.784272639885,0,0,6124.274236636918,2004,Service,R-1,Residential
2897.0,0,0.3098591549295774,Business/ Services/ Professions,General Service,1,13450.898112448656,0,0,28389.74202369154,2018,Service,R-2,Residential
4041.0,1,0.1379310344827586,Medical Services,Professional Service,0,2747.722157002453,0,0,5271.361789801912,2008,Service,O,Office
3139.0,0,0.2851063829787234,Rental- Residential,Residential Rental,2,7441.64146473818,0,0,81110.11578840249,2017,Rental,R-2,Residential
376.0,1,0.4105263157894737,Apparel/Accessories,General Service,2,12873.812385833986,0,0,97915.6927441578,2014,Service,C,Commercial
1688.0,1,0.2,Home Occupation,Professional Service,0,2763.6710479319954,0,1,62641.14236484598,2009,Service,R-4,Residential
9512.0,0,0.0,Medical Services,Professional Service,3,3671.696228014038,0,0,20969.22290348807,2000,Service,O,Office
3714.0,1,0.0,Contractor- General,General Service,0,2419.2164767174686,0,0,9073.257420029577,2000,Service,R-2,Residential
6272.0,1,0.0,Gardening,General Service,1,22912.117607798227,0,0,6031525.715962919,2002,Service,C,Commercial
5258.0,1,0.0,Retail,General Retailer,4,6426.973448585038,0,0,305465.4763845249,2006,Retail,C,Commercial
2167.0,1,0.1724137931034483,Auto Mechanic/Detailer/Services,General Service,2,11484.186140598971,0,0,106851.71203752069,2008,Service,C,Commercial
497.0,1,0.0869565217391304,Auto Mechanic/Detailer/Services,General Service,2,11484.186140598971,0,0,106851.71203752069,2006,Service,C,Commercial
1425.0,0,0.2588832487309644,Rental- Residential,Residential Rental,1,5355.0764424460585,0,0,1476.7705558856303,2022,Rental,R-3,Residential
1601.0,0,0.3333333333333333,Rental- Residential,Residential Rental,1,8075.297408258672,0,0,104171.17343592273,2021,Rental,R-2,Residential
6674.0,1,0.0,Retail,Downtown Association,0,0.0,1,0,12104.813733428864,2000,Downtown Association,C,Commercial
1971.0,0,0.328125,Home Occupation,General Service,4,8061.658882744981,0,1,5318.404393631564,2020,Service,R-1,Residential
3265.0,1,0.0,Contractor- General,Contractor,0,2072.195060701841,0,0,7984.255549659613,1999,Service,R-2,Residential
818.0,1,0.0114942528735632,Auto Mechanic/Detailer/Services,General Service,2,6001.603775852851,0,0,29752.42388112717,2005,Service,C,Commercial
1336.0,1,0.2245762711864407,Home Occupation,General Service,0,581.4223141063424,0,1,6753.565013949273,2009,Service,R-2,Residential
5647.0,0,0.2671232876712329,Professional,Professional Service,2,11805.03077486831,0,0,89873.10916943774,2010,Service,M,Manufacturing
1279.0,1,0.2293577981651376,Rental- Residential,Residential Rental,1,6682.277287846864,0,0,333912.2376080268,2010,Rental,R-3,Residential
623.0,0,0.3209302325581395,Consultant,Professional Service,4,10182.892120260978,0,0,25614.63317779357,2024,Service,O,Office
6557.0,0,0.1538461538461538,Contractor- Specialty,Contractor,0,773.7914858414272,0,0,1294.1950698772484,2008,Service,C,Commercial
74.0,0,0.2477064220183486,Professional,General Service,0,0.0,0,0,5532.136691483377,2026,Service,O,Office
5656.0,0,0.1625,Miscellaneous Business,General Service,1,14117.525820969582,0,0,270551.3536319089,2010,Service,C,Commercial
2010.0,1,0.1578947368421052,Home Occupation,General Retailer,3,6705.613394463349,0,1,6939.9520484668765,2008,Retail,R-1,Residential
1103.0,1,0.1940298507462686,Rental- Residential,Residential Rental,1,7247.154364885538,0,0,25034.437356001697,2010,Rental,R-3,Residential
3187.0,1,0.1555555555555555,Rental- Residential,Residential Rental,4,11723.054286484785,0,0,282663.4622377588,2010,Rental,R-2,Residential
1873.0,1,0.1641025641025641,Massage,Massage Therapist,2,8304.28781745438,0,0,45515.40066449669,2009,Service,C,Commercial
306.0,1,0.0,"Computers, Sales & Service",General Service,1,9866.295559780116,0,0,8873.813147965167,2006,Service,R-1,Residential
1705.0,0,0.2566844919786096,Rental- Residential,Residential Rental,3,3191.9486345828955,0,0,8761.388632886465,2021,Rental,R-3,Residential
2208.0,1,0.2785388127853881,Rental- Residential,Residential Rental,3,3191.9486345828955,0,0,8761.388632886465,2015,Rental,R-3,Residential
2190.0,1,0.2642487046632124,Auto Mechanic/Detailer/Services,General Retailer,2,8791.761969003273,0,0,18725.8624454852,2014,Retail,C,Commercial
500.0,1,0.278969957081545,Software Development,General Service,1,6412.698144733273,0,0,52276.015984575344,2016,Service,C,Commercial
1506.0,1,0.0,Medical Services,Professional Service,0,1292.7415584892042,0,0,26048.61578759927,2003,Service,O,Office
4008.0,0,0.4081632653061224,Home Occupation,Professional Service,0,4107.712168849407,0,1,8997.533253554555,2015,Service,R-1,Residential
9537.0,0,0.0,Home Occupation,General Service,2,10557.168410703522,0,1,1040694.0422821196,2000,Service,R-2,Residential
2631.0,0,0.2741116751269035,Retail,General Retailer,0,2152.6594277012846,0,0,8907.433390238957,2019,Retail,C,Commercial
7356.0,0,0.0,Engineer,Contractor,0,16.259951709004184,0,0,6195.2053808079945,2006,Service,O,Office
13454.0,0,0.0,Contractor- Specialty,Contractor,1,6288.897089170726,0,0,39785.09015125404,1989,Service,M,Manufacturing
5669.0,1,0.0796703296703296,"Computers, Sales & Service",Professional Service,0,300.44641287180383,0,0,5093.579465693577,2007,Service,O,Office
396.0,1,0.2746710526315789,Medical Services,Professional Service,0,23.629513560498285,0,0,6313.197924165832,2018,Service,O,Office
9631.0,0,0.0,Auto Mechanic/Detailer/Services,General Service,1,9066.001582103134,0,0,15922.600892607334,1999,Service,M,Manufacturing
8027.0,0,0.0,Retail,General Retailer,2,5995.438353141516,0,0,29752.42388112717,2004,Retail,C,Commercial
4471.0,1,0.1967213114754098,Health Spa/Fitness,General Service,0,950.7307343737344,0,0,7114.890323680366,2008,Service,C,Commercial
4345.0,1,0.0,Rental- Commercial,Commercial Rental Property,1,8686.44642663586,0,0,98558.526567752,2000,Rental,M,Manufacturing
425.0,1,0.2741721854304635,Business/ Services/ Professions,Downtown Association,0,0.0,1,0,16361.353500242987,2018,Downtown Association,C,Commercial
1288.0,0,0.275,Education/School,General Service,2,5307.372375484735,0,0,324017.0808689996,2022,Service,R-2,Residential
6208.0,1,0.0,Education/School,Downtown Association,0,0.0,1,0,37187.77312983599,1999,Downtown Association,C,Commercial
1975.0,1,0.3042596348884381,Finance Company,General Service,0,192.79494714003096,0,0,36284.1011744882,2012,Service,O,Office
15964.0,0,0.0,Recreation-Instruction/Training,General Service,1,8369.547280949171,0,0,12361.142726930088,1982,Service,M,Manufacturing
8803.0,0,0.0,Home Occupation,General Retailer,0,1617.89987374514,0,1,7482.05064200322,2002,Retail,R-2,Residential
