"17288","3611 JOHNSON AVE, San Luis Obispo, California, 93401","Match","Exact","3611 JOHNSON AVE, SAN LUIS OBISPO, CA, 93401","-120.635870219427,35.262672633357","654075144","L","06","079","011001","1010"
"17289","269 CRAIG WAY, San Luis Obispo, California, 93401","Match","Non_Exact","269 CRAIG WAY, SAN LUIS OBISPO, CA, 93405","-120.68175025467,35.295902272247","109731683","L","06","079","011201","2044"
"17284","1154 PEACH ST, San Luis Obispo, California, 93401","Match","Exact","1154 PEACH ST, SAN LUIS OBISPO, CA, 93401","-120.661414935344,35.285591496581","109732036","L","06","079","011101","1014"
"17285","695 CLARION CT SUITE A, San Luis Obispo, California, 93401","Match","Non_Exact","695 CLARION CT, SAN LUIS OBISPO, CA, 93401","-120.645142850165,35.244224858778","109797298","R","06","079","011505","2024"
"17287","648 HOWARD ST, San Luis Obispo, California, 93401","Match","Exact","648 HOWARD ST, SAN LUIS OBISPO, CA, 93401","-120.660329158545,35.288206822749","109731961","R","06","079","011101","1000"
"17282","1328 MADONNA RD, San Luis Obispo, California, 93401","Match","Non_Exact","1328 MADONNA RD, SAN LUIS OBISPO, CA, 93405","-120.689908338174,35.257019607186","645467621","L","06","079","011300","2031"
"17299","1831 PORTOLA ST, San Luis Obispo, California, 93401","Match","Non_Exact","1831 PORTOLA ST, SAN LUIS OBISPO, CA, 93405","-120.703775925344,35.262291899737","645356379","L","06","079","011300","3010"
"17296","324 JUNIPERO WAY, San Luis Obispo, California, 93401","Match","Exact","324 JUNIPERO WAY, SAN LUIS OBISPO, CA, 93401","-120.663809550454,35.254843458678","642873173","L","06","079","011103","2010"
"17292","2013 SWAZEY ST, San Luis Obispo, California, 93401","Match","Exact","2013 SWAZEY ST, SAN LUIS OBISPO, CA, 93401","-120.654361171988,35.273768038145","109732404","L","06","079","011002","1033"
"17290","1296 LAGUNA LN, San Luis Obispo, California, 93401","Match","Non_Exact","1296 LAGUNA LN, SAN LUIS OBISPO, CA, 93405","-120.69526172041,35.262619706772","645356449","L","06","079","011300","2035"
"17267","427 LAWRENCE DR, San Luis Obispo, California, 93401","Match","Exact","427 LAWRENCE DR, SAN LUIS OBISPO, CA, 93401","-120.657620257427,35.264007866007","109732622","L","06","079","011103","1000"
"18598","1220 CORAL ST, San Luis Obispo, California, 93401","Match","Exact","1220 CORAL ST, SAN LUIS OBISPO, CA, 93401","-120.68837733327,35.259376343889","109766585","L","06","079","011300","2040"
"18599","530 COUPER DR, San Luis Obispo, California, 93401","Match","Non_Exact","530 COUPER DR, SAN LUIS OBISPO, CA, 93405","-120.676452883782,35.299286662214","109771532","L","06","079","011201","1003"
"17262","3 LOCATION PROPERTY RENTALS, San Luis Obispo, California, 93401","No_Match"
"18593","783 CAUDILL ST, San Luis Obispo, California, 93401","Match","Exact","783 CAUDILL ST, SAN LUIS OBISPO, CA, 93401","-120.652959239973,35.266945713993","109732574","R","06","079","011104","1034"
"18594","1428 PHILLIPS LN STE 300, San Luis Obispo, California, 93401","Match","Exact","1428 PHILLIPS LN, SAN LUIS OBISPO, CA, 93401","-120.657353415805,35.287988822369","109785364","L","06","079","011002","2013"
"18595","3591 SACRAMENTO DR STE 231, San Luis Obispo, California, 93401","Match","Exact","3591 SACRAMENTO DR, SAN LUIS OBISPO, CA, 93401","-120.642081874588,35.255206177913","645355689","L","06","079","011505","2003"
"18590","3055 GARIBALDI AVE, San Luis Obispo, California, 93401","Match","Exact","3055 GARIBALDI AVE, SAN LUIS OBISPO, CA, 93401","-120.649339809519,35.261942625689","109773146","R","06","079","011104","1044"
"18591","102 SANTA ROSA ST, San Luis Obispo, California, 93401","Match","Non_Exact","102 SANTA ROSA ST, SAN LUIS OBISPO, CA, 93405","-120.666706394381,35.290630257308","109733820","R","06","079","010902","3004"
"18592","175 BROOK ST, San Luis Obispo, California, 93401","Match","Exact","175 BROOK ST, SAN LUIS OBISPO, CA, 93401","-120.671233126907,35.269367996637","109732533","R","06","079","011101","2035"
"17277","1102 SEAWARD ST, San Luis Obispo, California, 93401","Match","Non_Exact","1102 SEAWARD ST, SAN LUIS OBISPO, CA, 93405","-120.68412710699,35.258555563051","109732814","L","06","079","011300","4004"
"17278","1150 GROVE ST, San Luis Obispo, California, 93401","Match","Exact","1150 GROVE ST, SAN LUIS OBISPO, CA, 93401","-120.652612240802,35.2859647545","109732017","R","06","079","011002","2000"
"17279","1235 PALM ST, San Luis Obispo, California, 93401","Match","Exact","1235 PALM ST, SAN LUIS OBISPO, CA, 93401","-120.658807393256,35.284554175665","109732062","R","06","079","011101","1009"
"17273","2 LOCATION PROPERTY RENTALS, San Luis Obispo, California, 93401","No_Match"
"17271","1103 JOHNSON AVE APT E, San Luis Obispo, California, 93401","Match","Non_Exact","1103 JOHNSON AVE, SAN LUIS OBISPO, CA, 93401","-120.656537148533,35.283512280651","109732099","L","06","079","011101","1021"
"20896","370 JAYCEE DR, San Luis Obispo, California, 93401","Match","Non_Exact","370 JAYCEE DR, SAN LUIS OBISPO, CA, 93405","-120.684385111843,35.296859623677","109733660","L","06","079","011201","2026"
"17245","865 CAPITOLIO WAY, San Luis Obispo, California, 93401","Match","Exact","865 CAPITOLIO WAY, SAN LUIS OBISPO, CA, 93401","-120.64335025774,35.257763217684","109733586","R","06","079","011104","1040"
"18576","1954 CHORRO ST, San Luis Obispo, California, 93401","Match","Exact","1954 CHORRO ST, SAN LUIS OBISPO, CA, 93401","-120.657259441496,35.272871284639","109732428","R","06","079","011104","1024"
"20895","1125 LAUREL LN, San Luis Obispo, California, 93401","Match","Exact","1125 LAUREL LN, SAN LUIS OBISPO, CA, 93401","-120.642349726889,35.262822790253","642780222","R","06","079","011001","1013"
"18577","3 LOCATION PROPERTY RENTALS, San Luis Obispo, California, 93401","No_Match"
"20894","93 BROAD ST, San Luis Obispo, California, 93401","Match","Non_Exact","93 BROAD ST, SAN LUIS OBISPO, CA, 93405","-120.671729005994,35.290636100864","109892192","L","06","079","011202","1024"
"17247","372 PATRICIA DR, San Luis Obispo, California, 93401","Match","Non_Exact","372 PATRICIA DR, SAN LUIS OBISPO, CA, 93405","-120.68354600864,35.297176817229","109731667","L","06","079","011201","2025"
"18578","1750 PREFUMO CANYON RD #43, San Luis Obispo, California, 93401","Match","Non_Exact","1750 PREFUMO CANYON RD, SAN LUIS OBISPO, CA, 93405","-120.701217913149,35.261296305413","109732711","L","06","079","011300","3012"
"20893","1042 CORTEZ CT, San Luis Obispo, California, 93401","Match","Non_Exact","1042 CORTEZ CT, SAN LUIS OBISPO, CA, 93405","-120.699811159765,35.263035343607","109732664","R","06","079","011300","3014"
"17240","207 BRANCH ST STE B, San Luis Obispo, California, 93401","Match","Non_Exact","207 BRANCH ST, SAN LUIS OBISPO, CA, 93401","-120.667744237734,35.270154039729","109732500","R","06","079","011105","2018"
"20892","1150 OSOS ST STE 205, San Luis Obispo, California, 93401","Match","Exact","1150 OSOS ST, SAN LUIS OBISPO, CA, 93401","-120.66035031217,35.280764290192","109732173","R","06","079","011101","2014"
